category,rank,dimension,mean_delta,std_delta
pitchU4_tempo110,16,965,1.972316,1.442039
pitchU4_tempo110,17,698,1.969712,1.430132
pitchU4_tempo110,18,563,1.953152,1.447638
pitchU4_tempo110,19,329,1.940231,1.341333
pitchU4_tempo110,20,66,1.938216,1.551273
pitchU4_tempo110,21,941,1.907862,1.442569
pitchU4_tempo110,22,1001,1.892463,1.443506
pitchU4_tempo110,23,193,1.888506,1.412953
pitchU4_tempo110,24,906,1.880388,1.517303
pitchU4_tempo110,25,551,1.880222,1.434334
pitchU4_tempo110,26,639,1.879713,1.432479
pitchU4_tempo110,27,905,1.872171,1.407787
pitchU4_tempo110,28,834,1.859730,1.528063
pitchU4_tempo110,29,47,1.838576,1.454782
pitchU4_tempo110,30,611,1.819988,1.466269
tempo090,1,66,3.468783,1.819141
tempo090,2,345,3.310678,1.774017
tempo090,3,45,3.263566,1.392817
tempo090,4,600,3.010905,2.273558
tempo090,5,419,3.008606,2.211252
tempo090,6,437,2.955058,1.409499
tempo090,7,994,2.949342,1.679938
tempo090,8,427,2.902957,1.854143
tempo090,9,991,2.747316,1.486803
tempo090,10,508,2.745529,1.641371
tempo090,11,4,2.737165,2.038385
tempo090,12,999,2.715520,1.779625
tempo090,13,563,2.673776,1.556551
tempo090,14,238,2.669075,1.891278
tempo090,15,631,2.666077,1.610776
tempo090,16,142,2.641973,1.819702
tempo090,17,800,2.626597,1.529231
tempo090,18,552,2.618142,2.164936
tempo090,19,632,2.588623,2.121020
tempo090,20,624,2.586714,1.815956
tempo090,21,197,2.577138,1.177812
tempo090,22,365,2.549056,1.772325
tempo090,23,256,2.510706,1.231737
tempo090,24,865,2.509513,2.389896
tempo090,25,296,2.509267,1.184509
tempo090,26,577,2.487463,1.018791
tempo090,27,219,2.481116,1.787440
tempo090,28,694,2.480413,2.135803
tempo090,29,553,2.457543,1.777502
tempo090,30,189,2.454139,0.872240
tempo095,1,238,2.287383,1.488993
tempo095,2,400,2.134790,1.671036
tempo095,3,4,2.127586,1.569301
tempo095,4,365,2.100899,1.737140
tempo095,5,290,2.083884,1.587857
tempo095,6,963,2.061864,1.514273
tempo095,7,355,1.983451,1.563858
tempo095,8,563,1.972542,1.390090
tempo095,9,951,1.970302,1.368303
tempo095,10,1001,1.963551,1.459829
tempo095,11,427,1.959457,1.391690
tempo095,12,906,1.958497,1.560218
tempo095,13,880,1.947961,1.603595
tempo095,14,834,1.934578,1.589553
tempo095,15,698,1.926730,1.549463
tempo095,16,757,1.911413,1.525711
tempo095,17,551,1.891129,1.493966
tempo095,18,629,1.889206,1.419929
tempo095,19,941,1.870444,1.416833
tempo095,20,612,1.863110,1.381433
tempo095,21,995,1.859760,1.383490
tempo095,22,258,1.858042,1.377764
tempo095,23,639,1.841601,1.368542
tempo095,24,47,1.835395,1.417116
tempo095,25,994,1.834405,1.476037
tempo095,26,329,1.829901,1.340573
tempo095,27,345,1.813942,1.403102
tempo095,28,70,1.813318,1.346669
tempo095,29,501,1.809391,1.340607
tempo095,30,611,1.795553,1.414147
tempo105,1,238,2.216136,1.595434
tempo105,2,400,2.186145,1.701201
tempo105,3,963,2.137140,1.602931
tempo105,4,4,2.106866,1.648962
tempo105,5,290,2.025497,1.546288
tempo105,6,629,2.023696,1.666689
tempo105,7,612,1.994980,1.480951
tempo105,8,355,1.990901,1.557457
tempo105,9,880,1.985826,1.615432
tempo105,10,698,1.973138,1.454506
tempo105,11,365,1.949670,1.488959
tempo105,12,1001,1.941105,1.488383
tempo105,13,906,1.915373,1.508720
tempo105,14,70,1.905933,1.460309
tempo105,15,640,1.902648,1.337269
tempo105,16,834,1.871021,1.490923
tempo105,17,995,1.869120,1.409030
tempo105,18,563,1.864307,1.433320
tempo105,19,427,1.861541,1.460105
tempo105,20,757,1.861142,1.459658
tempo105,21,551,1.817296,1.462151
tempo105,22,941,1.814779,1.433854
tempo105,23,258,1.794304,1.343869
tempo105,24,501,1.788308,1.342899
tempo105,25,639,1.786591,1.372411
tempo105,26,1006,1.786312,1.436850
tempo105,27,47,1.778350,1.373537
tempo105,28,994,1.776717,1.381397
tempo105,29,965,1.766701,1.343143
tempo105,30,193,1.762843,1.355484
