dimension,smp_mean_delta,smp_std_delta,ai_base_mean_delta,ai_base_std_delta,difference_ai_minus_smp,abs_difference,cohens_d,discrimination_rank
199,0.973622,0.807939,1.259123,0.969515,0.285501,0.285501,0.319928,842
807,1.098550,0.894386,1.383456,1.080843,0.284907,0.284907,0.287203,843
835,1.019429,0.846402,1.304176,1.010443,0.284748,0.284748,0.305511,844
471,0.995472,0.842692,1.280002,0.979878,0.284530,0.284530,0.311349,845
537,1.064738,0.862184,1.348746,1.031194,0.284008,0.284008,0.298813,846
399,0.957861,0.765131,1.240728,0.947832,0.282867,0.282867,0.328404,847
397,1.165466,0.913596,1.448323,1.115618,0.282857,0.282857,0.277413,848
792,0.971099,0.787810,1.253933,0.932989,0.282834,0.282834,0.327560,849
738,1.178283,0.989144,1.460963,1.096842,0.282680,0.282680,0.270667,850
634,1.209197,0.948894,1.491499,1.108965,0.282301,0.282301,0.273538,851
51,1.126500,0.957420,1.407800,1.063832,0.281301,0.281301,0.277958,852
802,1.040912,0.800036,1.322193,1.009304,0.281281,0.281281,0.308862,853
285,0.889414,0.736097,1.170058,0.880647,0.280644,0.280644,0.345792,854
251,0.938124,0.809024,1.218728,0.915749,0.280604,0.280604,0.324760,855
601,1.167536,0.995061,1.447758,1.100321,0.280222,0.280222,0.267130,856
730,1.004586,0.834528,1.283962,1.002531,0.279377,0.279377,0.302892,857
306,0.961286,0.828855,1.240556,0.945968,0.279270,0.279270,0.314019,858
352,1.115798,1.076400,1.394563,1.075928,0.278764,0.278764,0.259035,859
594,1.105094,0.928545,1.383819,1.061285,0.278726,0.278726,0.279529,860
654,1.360906,1.174690,1.638309,1.211367,0.277402,0.277402,0.232492,861
705,0.984432,0.812792,1.261337,0.981022,0.276905,0.276905,0.307385,862
513,1.163079,0.941226,1.439602,1.078877,0.276523,0.276523,0.273138,863
707,1.134551,0.925631,1.409873,1.042309,0.275322,0.275322,0.279316,864
36,0.951173,0.787359,1.226408,0.947872,0.275235,0.275235,0.315883,865
155,0.853142,0.722479,1.127976,0.844023,0.274834,0.274834,0.349837,866
194,1.256804,1.095474,1.531476,1.131178,0.274673,0.274673,0.246682,867
546,1.064961,0.923270,1.339545,1.038262,0.274583,0.274583,0.279488,868
926,1.090791,0.962515,1.365171,1.077716,0.274380,0.274380,0.268541,869
303,1.076044,0.947626,1.350097,1.002417,0.274053,0.274053,0.280963,870
923,1.025062,0.845437,1.298866,0.995683,0.273804,0.273804,0.296447,871
157,0.982008,0.762444,1.255708,0.970027,0.273700,0.273700,0.313721,872
900,0.931425,0.816307,1.204289,0.927429,0.272865,0.272865,0.312332,873
175,1.174227,0.917004,1.446723,1.077179,0.272496,0.272496,0.272413,874
98,0.933465,0.752049,1.205494,0.923199,0.272029,0.272029,0.323081,875
793,0.958381,0.785454,1.230336,0.925473,0.271955,0.271955,0.316845,876
667,1.089196,0.907086,1.360979,1.017695,0.271783,0.271783,0.281939,877
3,1.260490,1.069836,1.531997,1.170384,0.271507,0.271507,0.242149,878
1012,1.117384,0.866848,1.388637,1.039244,0.271252,0.271252,0.283459,879
619,1.039130,0.826977,1.310279,0.992088,0.271149,0.271149,0.296898,880
775,1.197596,1.014606,1.468502,1.131479,0.270906,0.270906,0.252092,881
955,0.996032,0.816673,1.266686,0.940120,0.270654,0.270654,0.307365,882
812,1.039236,0.826670,1.309647,1.007691,0.270411,0.270411,0.293404,883
78,0.941286,0.764364,1.209450,0.936180,0.268164,0.268164,0.313788,884
768,0.897068,0.742608,1.164591,0.892600,0.267523,0.267523,0.325836,885
11,1.053558,0.889686,1.321046,1.007028,0.267488,0.267488,0.281516,886
381,0.901243,0.840679,1.168525,0.909177,0.267281,0.267281,0.305256,887
572,1.021826,0.802285,1.289045,0.952393,0.267218,0.267218,0.303470,888
371,1.243831,1.045093,1.510682,1.100654,0.266851,0.266851,0.248642,889
227,1.268826,1.003033,1.534948,1.176302,0.266122,0.266122,0.243455,890
565,1.234023,0.959119,1.499725,1.174272,0.265703,0.265703,0.247832,891
419,1.684264,1.409874,1.949715,1.470807,0.265451,0.265451,0.184256,892
922,1.117384,0.925577,1.382734,1.074352,0.265350,0.265350,0.264628,893
522,0.965362,0.755699,1.230233,0.917846,0.264870,0.264870,0.315063,894
361,1.092384,0.904293,1.357074,1.028143,0.264689,0.264689,0.273383,895
393,0.991305,0.831143,1.255976,0.959064,0.264671,0.264671,0.294936,896
83,1.326609,1.066316,1.590685,1.212676,0.264076,0.264076,0.231272,897
458,1.403709,1.186745,1.667028,1.297428,0.263318,0.263318,0.211787,898
344,0.980280,0.787369,1.242605,0.943530,0.262325,0.262325,0.301882,899
271,0.986440,0.857115,1.248044,0.939543,0.261605,0.261605,0.290906,900
468,1.495895,1.297114,1.756992,1.349830,0.261097,0.261097,0.197243,901
638,1.164282,0.953752,1.424568,1.098053,0.260285,0.260285,0.253088,902
226,1.039553,0.887113,1.299796,0.966551,0.260243,0.260243,0.280530,903
149,1.239123,1.074535,1.499342,1.175738,0.260218,0.260218,0.231044,904
860,1.113848,0.909217,1.372706,1.040085,0.258859,0.258859,0.264995,905
901,0.932272,0.833756,1.190328,0.916879,0.258057,0.258057,0.294483,906
695,1.009486,0.867053,1.267003,0.989330,0.257517,0.257517,0.276839,907
349,1.029020,0.868544,1.286357,0.939375,0.257337,0.257337,0.284460,908
153,1.214532,0.991031,1.471260,1.111457,0.256728,0.256728,0.243814,909
407,1.214306,0.974215,1.470451,1.120656,0.256145,0.256145,0.243950,910
533,1.012085,0.822052,1.268194,0.986941,0.256109,0.256109,0.281982,911
903,0.988952,0.779083,1.244712,0.990697,0.255761,0.255761,0.286987,912
255,1.001660,0.821684,1.256785,0.959270,0.255125,0.255125,0.285653,913
628,1.049572,0.883014,1.304121,0.995094,0.254549,0.254549,0.270588,914
919,0.923836,0.820226,1.178334,0.892509,0.254498,0.254498,0.296919,915
401,1.121019,0.909624,1.371646,1.046126,0.250627,0.250627,0.255675,916
606,1.253724,1.078576,1.504119,1.121435,0.250395,0.250395,0.227587,917
819,1.107268,0.936014,1.357640,1.052007,0.250372,0.250372,0.251453,918
646,1.043743,1.048099,1.292841,0.997031,0.249097,0.249097,0.243525,919
686,1.009846,0.867694,1.258068,0.951775,0.248222,0.248222,0.272561,920
610,1.022475,0.878113,1.269752,0.954874,0.247276,0.247276,0.269571,921
315,0.879653,0.712229,1.125800,0.851423,0.246146,0.246146,0.313595,922
487,1.186285,0.950644,1.432329,1.109492,0.246044,0.246044,0.238155,923
340,1.238009,1.136204,1.483819,1.132539,0.245810,0.245810,0.216692,924
584,0.987250,0.967351,1.232869,0.951227,0.245619,0.245619,0.256034,925
115,1.086678,0.901030,1.332111,1.011562,0.245432,0.245432,0.256222,926
831,1.363155,1.140387,1.607988,1.232815,0.244832,0.244832,0.206175,927
376,1.052159,0.898976,1.296547,0.978849,0.244388,0.244388,0.260053,928
882,1.086459,0.959018,1.329789,0.995569,0.243330,0.243330,0.248940,929
413,1.446279,1.126858,1.689157,1.328721,0.242879,0.242879,0.197153,930
76,0.930453,0.908541,1.172390,0.901270,0.241937,0.241937,0.267360,931
326,0.912233,0.789717,1.153571,0.878525,0.241338,0.241338,0.288923,932
435,1.096520,0.941443,1.337839,1.042617,0.241319,0.241319,0.242942,933
275,1.202065,0.999804,1.442098,1.099608,0.240032,0.240032,0.228408,934
841,1.086490,0.951789,1.325335,1.050017,0.238845,0.238845,0.238343,935
464,0.945408,0.760060,1.184031,0.890434,0.238623,0.238623,0.288256,936
73,1.157817,1.025776,1.396228,1.064796,0.238410,0.238410,0.228042,937
243,1.273559,1.163240,1.511662,1.148066,0.238103,0.238103,0.206029,938
704,1.184366,0.962818,1.422405,1.070047,0.238039,0.238039,0.233866,939
1022,1.083605,0.935732,1.321641,0.987086,0.238036,0.238036,0.247503,940
803,1.415745,1.216165,1.652807,1.317491,0.237061,0.237061,0.186980,941
495,1.061352,0.913792,1.297939,1.008517,0.236587,0.236587,0.245850,942
256,1.163705,0.939266,1.400104,1.060658,0.236399,0.236399,0.235974,943
307,1.055791,0.863137,1.291185,1.003121,0.235393,0.235393,0.251556,944
259,1.509750,1.301354,1.742863,1.382584,0.233114,0.233114,0.173631,945
128,1.031416,0.869939,1.264020,0.938216,0.232604,0.232604,0.257100,946
474,1.035737,0.870854,1.267608,0.985686,0.231871,0.231871,0.249312,947
966,1.068506,0.894294,1.298908,0.988200,0.230402,0.230402,0.244480,948
964,0.915188,0.899497,1.145404,0.876888,0.230216,0.230216,0.259175,949
274,0.904368,0.749910,1.134398,0.869589,0.230030,0.230030,0.283303,950
75,1.088869,0.889225,1.318663,1.012343,0.229794,0.229794,0.241184,951
746,1.104926,0.936684,1.333293,1.004116,0.228367,0.228367,0.235191,952
321,1.041409,0.896486,1.269040,0.917333,0.227632,0.227632,0.250980,953
673,1.568175,1.495961,1.795690,1.374415,0.227515,0.227515,0.158384,954
794,1.379234,1.342238,1.606603,1.208223,0.227369,0.227369,0.178051,955
211,1.613453,1.545472,1.840115,1.420299,0.226662,0.226662,0.152716,956
351,1.307986,1.074169,1.534458,1.182640,0.226472,0.226472,0.200470,957
822,1.561686,1.318042,1.786487,1.319407,0.224801,0.224801,0.170468,958
298,1.252304,0.979755,1.476757,1.118940,0.224453,0.224453,0.213429,959
439,1.066882,0.851893,1.290985,0.974507,0.224103,0.224103,0.244853,960
225,1.001903,0.930031,1.225213,0.911100,0.223310,0.223310,0.242566,961
541,0.935060,0.800789,1.158310,0.900610,0.223251,0.223251,0.261981,962
712,1.137393,0.874395,1.360457,1.023525,0.223064,0.223064,0.234339,963
604,1.033716,0.787208,1.254255,0.932383,0.220539,0.220539,0.255592,964
23,1.131355,0.931398,1.349564,1.012942,0.218209,0.218209,0.224259,965
380,1.115625,0.918205,1.333531,1.004128,0.217906,0.217906,0.226484,966
117,0.967934,0.779349,1.183310,0.883844,0.215376,0.215376,0.258481,967
762,1.174726,0.966975,1.389877,1.072893,0.215151,0.215151,0.210662,968
512,1.111764,0.941897,1.326673,1.016743,0.214909,0.214909,0.219287,969
31,1.022206,0.936051,1.236962,0.942131,0.214756,0.214756,0.228684,970
89,0.986933,0.803430,1.199053,0.914706,0.212120,0.212120,0.246402,971
19,1.104815,0.918915,1.316003,1.023996,0.211188,0.211188,0.217076,972
868,1.291892,1.154965,1.502720,1.158275,0.210828,0.210828,0.182279,973
286,1.316300,1.014283,1.526060,1.150780,0.209760,0.209760,0.193384,974
948,1.014522,0.813580,1.224205,0.929830,0.209682,0.209682,0.240010,975
489,1.221703,1.041503,1.431291,1.065338,0.209589,0.209589,0.198947,976
20,1.138911,0.890502,1.347642,1.028619,0.208731,0.208731,0.216967,977
479,1.001938,0.881538,1.209995,0.921554,0.208057,0.208057,0.230721,978
675,1.236603,0.941582,1.441367,1.096779,0.204764,0.204764,0.200331,979
398,0.968225,0.753137,1.171611,0.876654,0.203386,0.203386,0.248871,980
749,1.553344,1.180577,1.755711,1.325417,0.202367,0.202367,0.161237,981
265,1.238766,1.123903,1.440162,1.071016,0.201396,0.201396,0.183458,982
475,1.186241,1.116814,1.387420,1.031194,0.201178,0.201178,0.187168,983
134,1.175826,0.985892,1.376664,1.031044,0.200837,0.200837,0.199101,984
209,0.956767,0.760706,1.156823,0.855383,0.200056,0.200056,0.247157,985
29,1.201305,1.045073,1.400714,1.065468,0.199409,0.199409,0.188956,986
540,1.004356,0.789311,1.202033,0.884245,0.197677,0.197677,0.235857,987
867,1.195174,1.255509,1.391494,1.037892,0.196319,0.196319,0.170438,988
331,1.445315,1.237081,1.641472,1.230539,0.196158,0.196158,0.158985,989
396,1.195161,0.982023,1.390350,1.055148,0.195189,0.195189,0.191504,990
759,1.248821,1.008985,1.442744,1.101049,0.193924,0.193924,0.183637,991
13,1.150286,1.044947,1.341435,1.018696,0.191149,0.191149,0.185239,992
747,1.207172,0.960355,1.392403,1.052872,0.185231,0.185231,0.183821,993
317,0.999461,0.799808,1.182670,0.878290,0.183209,0.183209,0.218115,994
370,1.274218,1.092302,1.457344,1.085088,0.183126,0.183126,0.168206,995
480,1.117949,0.966624,1.296298,0.983496,0.178349,0.178349,0.182904,996
621,1.207137,1.080294,1.385281,1.083943,0.178144,0.178144,0.164625,997
97,1.245612,0.992879,1.418936,1.091781,0.173324,0.173324,0.166098,998
417,1.262065,1.131448,1.434630,1.081882,0.172565,0.172565,0.155893,999
182,0.928148,0.778682,1.099332,0.844364,0.171184,0.171184,0.210769,1000
186,1.036547,0.863926,1.205927,0.917681,0.169380,0.169380,0.190056,1001
291,1.087542,0.919876,1.256156,0.966161,0.168615,0.168615,0.178749,1002
871,1.288554,0.995355,1.454184,1.104089,0.165630,0.165630,0.157573,1003
411,1.318265,1.154801,1.483728,1.121900,0.165464,0.165464,0.145339,1004
328,1.083478,0.902834,1.247156,0.931817,0.163678,0.163678,0.178407,1005
262,1.499264,1.141079,1.661325,1.247122,0.162061,0.162061,0.135585,1006
444,1.313381,1.170185,1.467670,1.139693,0.154289,0.154289,0.133579,1007
881,1.074339,0.898449,1.227427,0.926329,0.153088,0.153088,0.167769,1008
678,1.297680,1.150376,1.448737,1.087354,0.151057,0.151057,0.134955,1009
550,1.249657,0.981608,1.395671,1.065197,0.146014,0.146014,0.142557,1010
942,1.228558,0.958753,1.369826,1.036646,0.141268,0.141268,0.141486,1011
993,1.252339,1.245534,1.388441,1.089914,0.136102,0.136102,0.116295,1012
714,1.098876,0.992118,1.234927,0.942182,0.136052,0.136052,0.140626,1013
39,1.150467,0.939270,1.285026,0.977474,0.134559,0.134559,0.140376,1014
506,1.017547,0.872415,1.146012,0.869974,0.128466,0.128466,0.147459,1015
872,1.152590,0.975187,1.280611,0.966297,0.128021,0.128021,0.131879,1016
282,1.282473,1.024127,1.409538,1.079696,0.127065,0.127065,0.120752,1017
332,1.004511,0.821560,1.114685,0.850144,0.110174,0.110174,0.131792,1018
507,1.150148,0.882372,1.256996,0.941383,0.106848,0.106848,0.117112,1019
813,1.126434,0.907289,1.230256,0.916138,0.103822,0.103822,0.113874,1020
861,1.564460,1.426677,1.666496,1.257651,0.102036,0.102036,0.075874,1021
755,1.176676,1.000360,1.268451,0.977608,0.091775,0.091775,0.092791,1022
499,1.158684,1.070786,1.207628,0.898055,0.048944,0.048944,0.049528,1023
890,1.202661,1.242075,1.248825,1.004973,0.046165,0.046165,0.040863,1024
