pair_idx,pitch_semi,tempo_bpm,mean_delta,broad_cat
49280,,95,0.803538,1b. Human Plagiarism + DSP
49281,,105,0.819414,1b. Human Plagiarism + DSP
49282,,110,0.920198,1b. Human Plagiarism + DSP
49283,,110,0.923348,1b. Human Plagiarism + DSP
49284,,90,1.041252,1b. Human Plagiarism + DSP
49289,,90,0.832705,1b. Human Plagiarism + DSP
49290,,95,0.902058,1b. Human Plagiarism + DSP
49291,,105,0.899184,1b. Human Plagiarism + DSP
49292,,110,0.916743,1b. Human Plagiarism + DSP
49293,,110,0.938910,1b. Human Plagiarism + DSP
49294,,90,0.918337,1b. Human Plagiarism + DSP
49299,,90,0.917261,1b. Human Plagiarism + DSP
49300,,95,0.910147,1b. Human Plagiarism + DSP
49301,,105,0.934287,1b. Human Plagiarism + DSP
49302,,110,0.907953,1b. Human Plagiarism + DSP
49303,,110,0.717633,1b. Human Plagiarism + DSP
49304,,90,0.930255,1b. Human Plagiarism + DSP
49309,,90,0.969126,1b. Human Plagiarism + DSP
49310,,95,0.927349,1b. Human Plagiarism + DSP
49311,,105,0.924824,1b. Human Plagiarism + DSP
49312,,110,0.917176,1b. Human Plagiarism + DSP
49313,,110,0.837931,1b. Human Plagiarism + DSP
49314,,90,0.919306,1b. Human Plagiarism + DSP
49319,,90,0.813601,1b. Human Plagiarism + DSP
49320,,95,0.787273,1b. Human Plagiarism + DSP
49321,,105,0.787439,1b. Human Plagiarism + DSP
49322,,110,0.986025,1b. Human Plagiarism + DSP
49323,,110,0.928649,1b. Human Plagiarism + DSP
49324,,90,0.833257,1b. Human Plagiarism + DSP
49329,,90,0.870713,1b. Human Plagiarism + DSP
49330,,95,0.887878,1b. Human Plagiarism + DSP
49331,,105,0.735605,1b. Human Plagiarism + DSP
49332,,110,0.714211,1b. Human Plagiarism + DSP
49333,,110,0.953705,1b. Human Plagiarism + DSP
49334,,90,0.692577,1b. Human Plagiarism + DSP
49339,,90,0.744847,1b. Human Plagiarism + DSP
49340,,95,0.876935,1b. Human Plagiarism + DSP
49341,,105,0.725487,1b. Human Plagiarism + DSP
49342,,110,0.971572,1b. Human Plagiarism + DSP
49343,,110,0.773678,1b. Human Plagiarism + DSP
49344,,90,0.838115,1b. Human Plagiarism + DSP
49349,,90,0.770289,1b. Human Plagiarism + DSP
49350,,95,0.771620,1b. Human Plagiarism + DSP
49351,,105,0.754436,1b. Human Plagiarism + DSP
49352,,110,0.740232,1b. Human Plagiarism + DSP
49353,,110,0.720415,1b. Human Plagiarism + DSP
49354,,90,0.735950,1b. Human Plagiarism + DSP
49359,,90,1.049864,1b. Human Plagiarism + DSP
49360,,95,0.776941,1b. Human Plagiarism + DSP
49361,,105,0.846206,1b. Human Plagiarism + DSP
49362,,110,0.928059,1b. Human Plagiarism + DSP
49363,,110,0.924212,1b. Human Plagiarism + DSP
49364,,90,0.987596,1b. Human Plagiarism + DSP
49369,,90,0.906774,1b. Human Plagiarism + DSP
49370,,95,1.026158,1b. Human Plagiarism + DSP
49371,,105,0.965647,1b. Human Plagiarism + DSP
49372,,110,0.905504,1b. Human Plagiarism + DSP
49373,,110,0.919989,1b. Human Plagiarism + DSP
49374,,90,0.897442,1b. Human Plagiarism + DSP
49379,,90,0.936695,1b. Human Plagiarism + DSP
49380,,95,0.915911,1b. Human Plagiarism + DSP
49381,,105,1.058447,1b. Human Plagiarism + DSP
49382,,110,0.991874,1b. Human Plagiarism + DSP
49383,,110,1.002842,1b. Human Plagiarism + DSP
49384,,90,0.961955,1b. Human Plagiarism + DSP
49389,,90,0.956608,1b. Human Plagiarism + DSP
49390,,95,0.996238,1b. Human Plagiarism + DSP
49391,,105,0.922449,1b. Human Plagiarism + DSP
49392,,110,1.041195,1b. Human Plagiarism + DSP
49393,,110,0.919939,1b. Human Plagiarism + DSP
49394,,90,0.658554,1b. Human Plagiarism + DSP
49399,,90,0.881754,1b. Human Plagiarism + DSP
49400,,95,0.852426,1b. Human Plagiarism + DSP
49401,,105,0.920502,1b. Human Plagiarism + DSP
49402,,110,0.856132,1b. Human Plagiarism + DSP
49403,,110,0.895833,1b. Human Plagiarism + DSP
49404,,90,0.919577,1b. Human Plagiarism + DSP
49409,,90,0.833561,1b. Human Plagiarism + DSP
49410,,95,0.798255,1b. Human Plagiarism + DSP
49411,,105,0.846034,1b. Human Plagiarism + DSP
49412,,110,0.889200,1b. Human Plagiarism + DSP
49413,,110,0.903687,1b. Human Plagiarism + DSP
49414,,90,0.982991,1b. Human Plagiarism + DSP
49419,,90,0.815228,1b. Human Plagiarism + DSP
49420,,95,0.898293,1b. Human Plagiarism + DSP
49421,,105,0.772093,1b. Human Plagiarism + DSP
49422,,110,0.863605,1b. Human Plagiarism + DSP
49423,,110,0.881879,1b. Human Plagiarism + DSP
49424,,90,0.835085,1b. Human Plagiarism + DSP
49429,,90,0.753431,1b. Human Plagiarism + DSP
49430,,95,0.966643,1b. Human Plagiarism + DSP
49431,,105,0.775116,1b. Human Plagiarism + DSP
49432,,110,0.785480,1b. Human Plagiarism + DSP
49433,,110,0.912282,1b. Human Plagiarism + DSP
49434,,90,0.945418,1b. Human Plagiarism + DSP
49439,,90,0.883567,1b. Human Plagiarism + DSP
49440,,95,0.754688,1b. Human Plagiarism + DSP
49441,,105,0.814197,1b. Human Plagiarism + DSP
49442,,110,0.762897,1b. Human Plagiarism + DSP
49443,,110,0.813799,1b. Human Plagiarism + DSP
49444,,90,0.975388,1b. Human Plagiarism + DSP
49449,,90,1.068828,1b. Human Plagiarism + DSP
49450,,95,0.972229,1b. Human Plagiarism + DSP
49451,,105,0.941624,1b. Human Plagiarism + DSP
49452,,110,0.757854,1b. Human Plagiarism + DSP
49453,,110,0.928164,1b. Human Plagiarism + DSP
49454,,90,0.972085,1b. Human Plagiarism + DSP
49459,,90,0.885475,1b. Human Plagiarism + DSP
49460,,95,0.875416,1b. Human Plagiarism + DSP
49461,,105,0.814119,1b. Human Plagiarism + DSP
49462,,110,0.936677,1b. Human Plagiarism + DSP
49463,,110,0.909834,1b. Human Plagiarism + DSP
49464,,90,1.028122,1b. Human Plagiarism + DSP
49469,,90,0.882481,1b. Human Plagiarism + DSP
49470,,95,0.940559,1b. Human Plagiarism + DSP
49471,,105,0.929132,1b. Human Plagiarism + DSP
49472,,110,0.935267,1b. Human Plagiarism + DSP
49473,,110,0.935278,1b. Human Plagiarism + DSP
49474,,90,0.910173,1b. Human Plagiarism + DSP
49479,,90,0.935872,1b. Human Plagiarism + DSP
49480,,95,0.928863,1b. Human Plagiarism + DSP
49481,,105,0.936026,1b. Human Plagiarism + DSP
49482,,110,0.916943,1b. Human Plagiarism + DSP
49483,,110,0.787642,1b. Human Plagiarism + DSP
49484,,90,0.936232,1b. Human Plagiarism + DSP
49489,,90,0.983563,1b. Human Plagiarism + DSP
49490,,95,0.941394,1b. Human Plagiarism + DSP
49491,,105,0.953982,1b. Human Plagiarism + DSP
49492,,110,0.940628,1b. Human Plagiarism + DSP
49493,,110,0.766503,1b. Human Plagiarism + DSP
49494,,90,0.917935,1b. Human Plagiarism + DSP
49499,,90,0.852785,1b. Human Plagiarism + DSP
49500,,95,0.825347,1b. Human Plagiarism + DSP
49501,,105,0.892639,1b. Human Plagiarism + DSP
49502,,110,0.977085,1b. Human Plagiarism + DSP
49503,,110,0.951800,1b. Human Plagiarism + DSP
49504,,90,0.875373,1b. Human Plagiarism + DSP
49509,,90,0.923527,1b. Human Plagiarism + DSP
49510,,95,0.901266,1b. Human Plagiarism + DSP
49511,,105,0.835582,1b. Human Plagiarism + DSP
49512,,110,0.813586,1b. Human Plagiarism + DSP
49513,,110,0.938462,1b. Human Plagiarism + DSP
49514,,90,0.796985,1b. Human Plagiarism + DSP
49519,,90,0.860844,1b. Human Plagiarism + DSP
49520,,95,0.954991,1b. Human Plagiarism + DSP
49521,,105,0.856541,1b. Human Plagiarism + DSP
49522,,110,0.989394,1b. Human Plagiarism + DSP
49523,,110,0.907945,1b. Human Plagiarism + DSP
49524,,90,0.964854,1b. Human Plagiarism + DSP
49529,,90,0.571559,1b. Human Plagiarism + DSP
49530,,95,0.734139,1b. Human Plagiarism + DSP
49531,,105,0.551088,1b. Human Plagiarism + DSP
49532,,110,0.869441,1b. Human Plagiarism + DSP
49533,,110,0.514671,1b. Human Plagiarism + DSP
49534,,90,0.587658,1b. Human Plagiarism + DSP
49539,,90,0.852015,1b. Human Plagiarism + DSP
49540,,95,0.692821,1b. Human Plagiarism + DSP
49541,,105,0.724873,1b. Human Plagiarism + DSP
49542,,110,0.711598,1b. Human Plagiarism + DSP
49543,,110,0.887869,1b. Human Plagiarism + DSP
49544,,90,1.022795,1b. Human Plagiarism + DSP
49549,,90,0.657268,1b. Human Plagiarism + DSP
49550,,95,0.620983,1b. Human Plagiarism + DSP
49551,,105,0.608090,1b. Human Plagiarism + DSP
49552,,110,0.643885,1b. Human Plagiarism + DSP
49553,,110,0.621905,1b. Human Plagiarism + DSP
49554,,90,0.535671,1b. Human Plagiarism + DSP
49559,,90,0.872386,1b. Human Plagiarism + DSP
49560,,95,0.719144,1b. Human Plagiarism + DSP
49561,,105,0.774415,1b. Human Plagiarism + DSP
49562,,110,0.838438,1b. Human Plagiarism + DSP
49563,,110,0.959343,1b. Human Plagiarism + DSP
49564,,90,0.721753,1b. Human Plagiarism + DSP
49569,,90,0.788264,1b. Human Plagiarism + DSP
49570,,95,0.579862,1b. Human Plagiarism + DSP
49571,,105,0.724538,1b. Human Plagiarism + DSP
49572,,110,0.529163,1b. Human Plagiarism + DSP
49573,,110,0.661732,1b. Human Plagiarism + DSP
49574,,90,0.853080,1b. Human Plagiarism + DSP
49579,,90,0.648614,1b. Human Plagiarism + DSP
49580,,95,0.665760,1b. Human Plagiarism + DSP
49581,,105,0.672397,1b. Human Plagiarism + DSP
49582,,110,0.701079,1b. Human Plagiarism + DSP
49583,,110,0.640732,1b. Human Plagiarism + DSP
49584,,90,0.629809,1b. Human Plagiarism + DSP
49589,,90,0.678141,1b. Human Plagiarism + DSP
49590,,95,0.701445,1b. Human Plagiarism + DSP
49591,,105,0.659262,1b. Human Plagiarism + DSP
49592,,110,0.899275,1b. Human Plagiarism + DSP
49593,,110,0.626218,1b. Human Plagiarism + DSP
49594,,90,0.664967,1b. Human Plagiarism + DSP
49599,,90,0.832434,1b. Human Plagiarism + DSP
49600,,95,0.736383,1b. Human Plagiarism + DSP
49601,,105,0.737933,1b. Human Plagiarism + DSP
49602,,110,0.728638,1b. Human Plagiarism + DSP
49603,,110,0.913012,1b. Human Plagiarism + DSP
49604,,90,0.956053,1b. Human Plagiarism + DSP
49609,,90,0.698318,1b. Human Plagiarism + DSP
49610,,95,0.694609,1b. Human Plagiarism + DSP
49611,,105,0.759300,1b. Human Plagiarism + DSP
49612,,110,0.723416,1b. Human Plagiarism + DSP
49613,,110,0.719046,1b. Human Plagiarism + DSP
49614,,90,0.635206,1b. Human Plagiarism + DSP
49619,,90,0.960713,1b. Human Plagiarism + DSP
49620,,95,0.793030,1b. Human Plagiarism + DSP
49621,,105,0.883312,1b. Human Plagiarism + DSP
49622,,110,0.807118,1b. Human Plagiarism + DSP
49623,,110,1.039616,1b. Human Plagiarism + DSP
49624,,90,0.818876,1b. Human Plagiarism + DSP
49629,,90,0.775684,1b. Human Plagiarism + DSP
49630,,95,0.673770,1b. Human Plagiarism + DSP
49631,,105,0.766174,1b. Human Plagiarism + DSP
49632,,110,0.618715,1b. Human Plagiarism + DSP
49633,,110,0.633986,1b. Human Plagiarism + DSP
49634,,90,0.916036,1b. Human Plagiarism + DSP
49639,,90,0.679732,1b. Human Plagiarism + DSP
49640,,95,0.679162,1b. Human Plagiarism + DSP
49641,,105,0.681670,1b. Human Plagiarism + DSP
49642,,110,0.753211,1b. Human Plagiarism + DSP
49643,,110,0.641801,1b. Human Plagiarism + DSP
49644,,90,0.693036,1b. Human Plagiarism + DSP
49649,,90,0.515405,1b. Human Plagiarism + DSP
49650,,95,0.768639,1b. Human Plagiarism + DSP
49651,,105,0.467564,1b. Human Plagiarism + DSP
49652,,110,0.921369,1b. Human Plagiarism + DSP
49653,,110,0.455946,1b. Human Plagiarism + DSP
49654,,90,0.448862,1b. Human Plagiarism + DSP
49659,,90,0.804369,1b. Human Plagiarism + DSP
49660,,95,0.634874,1b. Human Plagiarism + DSP
49661,,105,0.597065,1b. Human Plagiarism + DSP
49662,,110,0.597239,1b. Human Plagiarism + DSP
49663,,110,0.894351,1b. Human Plagiarism + DSP
49664,,90,0.993430,1b. Human Plagiarism + DSP
49669,,90,0.641115,1b. Human Plagiarism + DSP
49670,,95,0.553748,1b. Human Plagiarism + DSP
49671,,105,0.697504,1b. Human Plagiarism + DSP
49672,,110,0.653484,1b. Human Plagiarism + DSP
49673,,110,0.631534,1b. Human Plagiarism + DSP
49674,,90,0.506109,1b. Human Plagiarism + DSP
49679,,90,0.890483,1b. Human Plagiarism + DSP
49680,,95,0.668126,1b. Human Plagiarism + DSP
49681,,105,0.763008,1b. Human Plagiarism + DSP
49682,,110,0.788574,1b. Human Plagiarism + DSP
49683,,110,1.010327,1b. Human Plagiarism + DSP
49684,,90,0.677194,1b. Human Plagiarism + DSP
49689,,90,0.846621,1b. Human Plagiarism + DSP
49690,,95,0.680357,1b. Human Plagiarism + DSP
49691,,105,0.751323,1b. Human Plagiarism + DSP
49692,,110,0.540052,1b. Human Plagiarism + DSP
49693,,110,0.630470,1b. Human Plagiarism + DSP
49694,,90,0.935868,1b. Human Plagiarism + DSP
49699,,90,0.527181,1b. Human Plagiarism + DSP
49700,,95,0.566555,1b. Human Plagiarism + DSP
49701,,105,0.572524,1b. Human Plagiarism + DSP
49702,,110,0.619050,1b. Human Plagiarism + DSP
49703,,110,0.545403,1b. Human Plagiarism + DSP
49704,,90,0.550842,1b. Human Plagiarism + DSP
49709,,90,0.564224,1b. Human Plagiarism + DSP
49710,,95,0.707540,1b. Human Plagiarism + DSP
49711,,105,0.538007,1b. Human Plagiarism + DSP
49712,,110,0.800045,1b. Human Plagiarism + DSP
49713,,110,0.493571,1b. Human Plagiarism + DSP
49714,,90,0.467572,1b. Human Plagiarism + DSP
49719,,90,0.849776,1b. Human Plagiarism + DSP
49720,,95,0.696732,1b. Human Plagiarism + DSP
49721,,105,0.653678,1b. Human Plagiarism + DSP
49722,,110,0.662111,1b. Human Plagiarism + DSP
49723,,110,0.895463,1b. Human Plagiarism + DSP
49724,,90,0.987777,1b. Human Plagiarism + DSP
49729,,90,0.529836,1b. Human Plagiarism + DSP
49730,,95,0.518183,1b. Human Plagiarism + DSP
49731,,105,0.598887,1b. Human Plagiarism + DSP
49732,,110,0.545116,1b. Human Plagiarism + DSP
49733,,110,0.515236,1b. Human Plagiarism + DSP
49734,,90,0.441238,1b. Human Plagiarism + DSP
49739,,90,0.812029,1b. Human Plagiarism + DSP
49740,,95,0.677848,1b. Human Plagiarism + DSP
49741,,105,0.693949,1b. Human Plagiarism + DSP
49742,,110,0.710412,1b. Human Plagiarism + DSP
49743,,110,0.957529,1b. Human Plagiarism + DSP
49744,,90,0.753933,1b. Human Plagiarism + DSP
49749,,90,0.786241,1b. Human Plagiarism + DSP
49750,,95,0.638590,1b. Human Plagiarism + DSP
49751,,105,0.697322,1b. Human Plagiarism + DSP
49752,,110,0.548978,1b. Human Plagiarism + DSP
49753,,110,0.647474,1b. Human Plagiarism + DSP
49754,,90,0.870673,1b. Human Plagiarism + DSP
49759,,90,0.591242,1b. Human Plagiarism + DSP
49760,,95,0.581510,1b. Human Plagiarism + DSP
49761,,105,0.591873,1b. Human Plagiarism + DSP
49762,,110,0.658534,1b. Human Plagiarism + DSP
49763,,110,0.549590,1b. Human Plagiarism + DSP
49764,,90,0.605888,1b. Human Plagiarism + DSP
49769,,90,0.494739,1b. Human Plagiarism + DSP
49770,,95,0.678257,1b. Human Plagiarism + DSP
49771,,105,0.456577,1b. Human Plagiarism + DSP
49772,,110,0.863327,1b. Human Plagiarism + DSP
49773,,110,0.393625,1b. Human Plagiarism + DSP
49774,,90,0.467836,1b. Human Plagiarism + DSP
49779,,90,0.773060,1b. Human Plagiarism + DSP
49780,,95,0.658541,1b. Human Plagiarism + DSP
49781,,105,0.573785,1b. Human Plagiarism + DSP
49782,,110,0.560084,1b. Human Plagiarism + DSP
49783,,110,0.857815,1b. Human Plagiarism + DSP
49784,,90,0.925609,1b. Human Plagiarism + DSP
49789,,90,0.577364,1b. Human Plagiarism + DSP
49790,,95,0.522601,1b. Human Plagiarism + DSP
49791,,105,0.620676,1b. Human Plagiarism + DSP
49792,,110,0.590770,1b. Human Plagiarism + DSP
49793,,110,0.577526,1b. Human Plagiarism + DSP
49794,,90,0.456357,1b. Human Plagiarism + DSP
49799,,90,0.863785,1b. Human Plagiarism + DSP
49800,,95,0.658126,1b. Human Plagiarism + DSP
49801,,105,0.682707,1b. Human Plagiarism + DSP
49802,,110,0.807700,1b. Human Plagiarism + DSP
49803,,110,1.022017,1b. Human Plagiarism + DSP
49804,,90,0.663298,1b. Human Plagiarism + DSP
49809,,90,0.812907,1b. Human Plagiarism + DSP
49810,,95,0.645839,1b. Human Plagiarism + DSP
49811,,105,0.734979,1b. Human Plagiarism + DSP
49812,,110,0.486282,1b. Human Plagiarism + DSP
49813,,110,0.644743,1b. Human Plagiarism + DSP
49814,,90,0.929015,1b. Human Plagiarism + DSP
49819,,90,0.532940,1b. Human Plagiarism + DSP
49820,,95,0.561279,1b. Human Plagiarism + DSP
49821,,105,0.568804,1b. Human Plagiarism + DSP
49822,,110,0.607900,1b. Human Plagiarism + DSP
49823,,110,0.532029,1b. Human Plagiarism + DSP
49824,,90,0.555115,1b. Human Plagiarism + DSP
49829,,90,0.761105,1b. Human Plagiarism + DSP
49830,,95,0.892100,1b. Human Plagiarism + DSP
49831,,105,0.750955,1b. Human Plagiarism + DSP
49832,,110,1.013278,1b. Human Plagiarism + DSP
49833,,110,0.704845,1b. Human Plagiarism + DSP
49834,,90,0.732710,1b. Human Plagiarism + DSP
49839,,90,0.877295,1b. Human Plagiarism + DSP
49840,,95,0.767768,1b. Human Plagiarism + DSP
49841,,105,0.726191,1b. Human Plagiarism + DSP
49842,,110,0.738275,1b. Human Plagiarism + DSP
49843,,110,0.938502,1b. Human Plagiarism + DSP
49844,,90,1.014165,1b. Human Plagiarism + DSP
49849,,90,0.791371,1b. Human Plagiarism + DSP
49850,,95,0.766720,1b. Human Plagiarism + DSP
49851,,105,0.863004,1b. Human Plagiarism + DSP
49852,,110,0.802275,1b. Human Plagiarism + DSP
49853,,110,0.796436,1b. Human Plagiarism + DSP
49854,,90,0.725674,1b. Human Plagiarism + DSP
49859,,90,1.017931,1b. Human Plagiarism + DSP
49860,,95,0.944248,1b. Human Plagiarism + DSP
49861,,105,0.824439,1b. Human Plagiarism + DSP
49862,,110,0.936615,1b. Human Plagiarism + DSP
49863,,110,1.106562,1b. Human Plagiarism + DSP
49864,,90,0.806358,1b. Human Plagiarism + DSP
49869,,90,0.960282,1b. Human Plagiarism + DSP
49870,,95,0.849557,1b. Human Plagiarism + DSP
49871,,105,0.918927,1b. Human Plagiarism + DSP
49872,,110,0.821836,1b. Human Plagiarism + DSP
49873,,110,0.823393,1b. Human Plagiarism + DSP
49874,,90,0.971392,1b. Human Plagiarism + DSP
49879,,90,0.648790,1b. Human Plagiarism + DSP
49880,,95,0.642259,1b. Human Plagiarism + DSP
49881,,105,0.663616,1b. Human Plagiarism + DSP
49882,,110,0.738722,1b. Human Plagiarism + DSP
49883,,110,0.699525,1b. Human Plagiarism + DSP
49884,,90,0.715999,1b. Human Plagiarism + DSP
49889,,90,0.965567,1b. Human Plagiarism + DSP
49890,,95,0.925042,1b. Human Plagiarism + DSP
49891,,105,1.012543,1b. Human Plagiarism + DSP
49892,,110,0.965852,1b. Human Plagiarism + DSP
49893,,110,0.934860,1b. Human Plagiarism + DSP
49894,,90,0.937006,1b. Human Plagiarism + DSP
49899,,90,0.960971,1b. Human Plagiarism + DSP
49900,,95,0.935455,1b. Human Plagiarism + DSP
49901,,105,0.927075,1b. Human Plagiarism + DSP
49902,,110,0.950205,1b. Human Plagiarism + DSP
49903,,110,0.994288,1b. Human Plagiarism + DSP
49904,,90,0.942090,1b. Human Plagiarism + DSP
49909,,90,0.982680,1b. Human Plagiarism + DSP
49910,,95,0.988358,1b. Human Plagiarism + DSP
49911,,105,0.966490,1b. Human Plagiarism + DSP
49912,,110,0.986040,1b. Human Plagiarism + DSP
49913,,110,1.004781,1b. Human Plagiarism + DSP
49914,,90,1.004091,1b. Human Plagiarism + DSP
49919,,90,1.033923,1b. Human Plagiarism + DSP
49920,,95,1.003424,1b. Human Plagiarism + DSP
49921,,105,1.027554,1b. Human Plagiarism + DSP
49922,,110,1.010280,1b. Human Plagiarism + DSP
49923,,110,1.050536,1b. Human Plagiarism + DSP
49924,,90,1.034991,1b. Human Plagiarism + DSP
49929,,90,1.023721,1b. Human Plagiarism + DSP
49930,,95,1.034888,1b. Human Plagiarism + DSP
49931,,105,1.042911,1b. Human Plagiarism + DSP
49932,,110,1.004819,1b. Human Plagiarism + DSP
49933,,110,1.062242,1b. Human Plagiarism + DSP
49934,,90,1.056815,1b. Human Plagiarism + DSP
49939,,90,0.960975,1b. Human Plagiarism + DSP
49940,,95,0.963479,1b. Human Plagiarism + DSP
49941,,105,0.939692,1b. Human Plagiarism + DSP
49942,,110,0.957316,1b. Human Plagiarism + DSP
49943,,110,0.981534,1b. Human Plagiarism + DSP
49944,,90,0.960661,1b. Human Plagiarism + DSP
49949,,90,0.988191,1b. Human Plagiarism + DSP
49950,,95,0.960871,1b. Human Plagiarism + DSP
49951,,105,0.973071,1b. Human Plagiarism + DSP
49952,,110,0.965159,1b. Human Plagiarism + DSP
49953,,110,1.005993,1b. Human Plagiarism + DSP
49954,,90,1.039394,1b. Human Plagiarism + DSP
49959,,90,0.989724,1b. Human Plagiarism + DSP
49960,,95,0.995326,1b. Human Plagiarism + DSP
49961,,105,1.003365,1b. Human Plagiarism + DSP
49962,,110,0.981174,1b. Human Plagiarism + DSP
49963,,110,1.016658,1b. Human Plagiarism + DSP
49964,,90,1.019563,1b. Human Plagiarism + DSP
49969,,90,0.963684,1b. Human Plagiarism + DSP
49970,,95,0.971416,1b. Human Plagiarism + DSP
49971,,105,0.952729,1b. Human Plagiarism + DSP
49972,,110,0.975783,1b. Human Plagiarism + DSP
49973,,110,0.989129,1b. Human Plagiarism + DSP
49974,,90,0.969921,1b. Human Plagiarism + DSP
49979,,90,0.993982,1b. Human Plagiarism + DSP
49980,,95,0.960367,1b. Human Plagiarism + DSP
49981,,105,0.976191,1b. Human Plagiarism + DSP
49982,,110,0.967856,1b. Human Plagiarism + DSP
49983,,110,1.023520,1b. Human Plagiarism + DSP
49984,,90,1.041922,1b. Human Plagiarism + DSP
49989,,90,0.987625,1b. Human Plagiarism + DSP
49990,,95,0.991915,1b. Human Plagiarism + DSP
49991,,105,0.994595,1b. Human Plagiarism + DSP
49992,,110,0.982055,1b. Human Plagiarism + DSP
49993,,110,1.028344,1b. Human Plagiarism + DSP
49994,,90,1.011572,1b. Human Plagiarism + DSP
49999,,90,0.945113,1b. Human Plagiarism + DSP
50000,,95,0.952232,1b. Human Plagiarism + DSP
50001,,105,0.936149,1b. Human Plagiarism + DSP
50002,,110,0.948369,1b. Human Plagiarism + DSP
50003,,110,0.956735,1b. Human Plagiarism + DSP
50004,,90,0.913594,1b. Human Plagiarism + DSP
50009,,90,0.923321,1b. Human Plagiarism + DSP
50010,,95,0.915577,1b. Human Plagiarism + DSP
50011,,105,0.926216,1b. Human Plagiarism + DSP
50012,,110,0.921191,1b. Human Plagiarism + DSP
50013,,110,0.941328,1b. Human Plagiarism + DSP
50014,,90,0.968371,1b. Human Plagiarism + DSP
50019,,90,0.956592,1b. Human Plagiarism + DSP
50020,,95,0.945821,1b. Human Plagiarism + DSP
50021,,105,0.952345,1b. Human Plagiarism + DSP
50022,,110,0.937591,1b. Human Plagiarism + DSP
50023,,110,0.958097,1b. Human Plagiarism + DSP
50024,,90,0.963113,1b. Human Plagiarism + DSP
50029,,90,1.051766,1b. Human Plagiarism + DSP
50030,,95,1.063358,1b. Human Plagiarism + DSP
50031,,105,1.046588,1b. Human Plagiarism + DSP
50032,,110,1.044145,1b. Human Plagiarism + DSP
50033,,110,1.067846,1b. Human Plagiarism + DSP
50034,,90,1.061092,1b. Human Plagiarism + DSP
50039,,90,1.036106,1b. Human Plagiarism + DSP
50040,,95,1.006473,1b. Human Plagiarism + DSP
50041,,105,1.014402,1b. Human Plagiarism + DSP
50042,,110,1.011726,1b. Human Plagiarism + DSP
50043,,110,1.056717,1b. Human Plagiarism + DSP
50044,,90,1.137392,1b. Human Plagiarism + DSP
50049,,90,1.055399,1b. Human Plagiarism + DSP
50050,,95,1.050893,1b. Human Plagiarism + DSP
50051,,105,1.059160,1b. Human Plagiarism + DSP
50052,,110,1.039921,1b. Human Plagiarism + DSP
50053,,110,1.076369,1b. Human Plagiarism + DSP
50054,,90,1.079981,1b. Human Plagiarism + DSP
50059,,90,1.040785,1b. Human Plagiarism + DSP
50060,,95,1.036591,1b. Human Plagiarism + DSP
50061,,105,1.017892,1b. Human Plagiarism + DSP
50062,,110,1.046776,1b. Human Plagiarism + DSP
50063,,110,1.063030,1b. Human Plagiarism + DSP
50064,,90,1.027738,1b. Human Plagiarism + DSP
50069,,90,1.006817,1b. Human Plagiarism + DSP
50070,,95,0.981106,1b. Human Plagiarism + DSP
50071,,105,0.988961,1b. Human Plagiarism + DSP
50072,,110,0.989534,1b. Human Plagiarism + DSP
50073,,110,1.041054,1b. Human Plagiarism + DSP
50074,,90,1.095837,1b. Human Plagiarism + DSP
50079,,90,1.011337,1b. Human Plagiarism + DSP
50080,,95,1.012347,1b. Human Plagiarism + DSP
50081,,105,1.020606,1b. Human Plagiarism + DSP
50082,,110,1.018192,1b. Human Plagiarism + DSP
50083,,110,1.042939,1b. Human Plagiarism + DSP
50084,,90,1.056345,1b. Human Plagiarism + DSP
50089,,90,0.994947,1b. Human Plagiarism + DSP
50090,,95,0.973964,1b. Human Plagiarism + DSP
50091,,105,0.974044,1b. Human Plagiarism + DSP
50092,,110,1.001910,1b. Human Plagiarism + DSP
50093,,110,0.998141,1b. Human Plagiarism + DSP
50094,,90,0.938030,1b. Human Plagiarism + DSP
50099,,90,0.953188,1b. Human Plagiarism + DSP
50100,,95,0.910355,1b. Human Plagiarism + DSP
50101,,105,0.921926,1b. Human Plagiarism + DSP
50102,,110,0.911149,1b. Human Plagiarism + DSP
50103,,110,0.987779,1b. Human Plagiarism + DSP
50104,,90,1.021017,1b. Human Plagiarism + DSP
50109,,90,0.913925,1b. Human Plagiarism + DSP
50110,,95,0.914151,1b. Human Plagiarism + DSP
50111,,105,0.918001,1b. Human Plagiarism + DSP
50112,,110,0.909924,1b. Human Plagiarism + DSP
50113,,110,0.981114,1b. Human Plagiarism + DSP
50114,,90,0.962297,1b. Human Plagiarism + DSP
50119,,90,0.967912,1b. Human Plagiarism + DSP
50120,,95,0.973554,1b. Human Plagiarism + DSP
50121,,105,0.948712,1b. Human Plagiarism + DSP
50122,,110,0.968610,1b. Human Plagiarism + DSP
50123,,110,1.000098,1b. Human Plagiarism + DSP
50124,,90,0.972877,1b. Human Plagiarism + DSP
50129,,90,0.971964,1b. Human Plagiarism + DSP
50130,,95,0.948534,1b. Human Plagiarism + DSP
50131,,105,0.956443,1b. Human Plagiarism + DSP
50132,,110,0.956263,1b. Human Plagiarism + DSP
50133,,110,1.002266,1b. Human Plagiarism + DSP
50134,,90,1.053881,1b. Human Plagiarism + DSP
50139,,90,0.980376,1b. Human Plagiarism + DSP
50140,,95,0.982792,1b. Human Plagiarism + DSP
