pair_idx,pitch_semi,tempo_bpm,mean_delta,broad_cat
4914,,110,0.906618,2. Original + DSP
4915,,110,1.020538,2. Original + DSP
4916,,90,0.912940,2. Original + DSP
4921,,90,0.829494,2. Original + DSP
4922,,95,0.745148,2. Original + DSP
4923,,105,0.904484,2. Original + DSP
4924,,110,0.742903,2. Original + DSP
4925,,110,0.913090,2. Original + DSP
4926,,90,0.839196,2. Original + DSP
4931,,90,0.840133,2. Original + DSP
4932,,95,0.889977,2. Original + DSP
4933,,105,0.815920,2. Original + DSP
4934,,110,0.806737,2. Original + DSP
4935,,110,0.863819,2. Original + DSP
4936,,90,0.952090,2. Original + DSP
4941,,90,0.327816,2. Original + DSP
4942,,95,0.247505,2. Original + DSP
4943,,105,0.273029,2. Original + DSP
4944,,110,0.781250,2. Original + DSP
4945,,110,0.579520,2. Original + DSP
4946,,90,0.785220,2. Original + DSP
4951,,90,0.677092,2. Original + DSP
4952,,95,0.876406,2. Original + DSP
4953,,105,1.027730,2. Original + DSP
4954,,110,1.228164,2. Original + DSP
4955,,110,1.204622,2. Original + DSP
4956,,90,1.184060,2. Original + DSP
4961,,90,0.256671,2. Original + DSP
4962,,95,0.963690,2. Original + DSP
4963,,105,0.431877,2. Original + DSP
4964,,110,0.936170,2. Original + DSP
4965,,110,0.907114,2. Original + DSP
4966,,90,0.899163,2. Original + DSP
4971,,90,0.892305,2. Original + DSP
4972,,95,0.866514,2. Original + DSP
4973,,105,0.853120,2. Original + DSP
4974,,110,0.880621,2. Original + DSP
4975,,110,0.890347,2. Original + DSP
4976,,90,0.902734,2. Original + DSP
4981,,90,0.524353,2. Original + DSP
4982,,95,0.713734,2. Original + DSP
4983,,105,0.739226,2. Original + DSP
4984,,110,0.683712,2. Original + DSP
4985,,110,0.779459,2. Original + DSP
4986,,90,0.678676,2. Original + DSP
4991,,90,0.794498,2. Original + DSP
4992,,95,0.818752,2. Original + DSP
4993,,105,0.783897,2. Original + DSP
4994,,110,0.824217,2. Original + DSP
4995,,110,0.946971,2. Original + DSP
4996,,90,0.701131,2. Original + DSP
5001,,90,0.818562,2. Original + DSP
5002,,95,0.783426,2. Original + DSP
5003,,105,0.805610,2. Original + DSP
5004,,110,0.782325,2. Original + DSP
5005,,110,0.769464,2. Original + DSP
5006,,90,0.817673,2. Original + DSP
5011,,90,0.830537,2. Original + DSP
5012,,95,0.845973,2. Original + DSP
5013,,105,0.821479,2. Original + DSP
5014,,110,0.830037,2. Original + DSP
5015,,110,1.068055,2. Original + DSP
5016,,90,0.947749,2. Original + DSP
5021,,90,0.913424,2. Original + DSP
5022,,95,0.858066,2. Original + DSP
5023,,105,0.914571,2. Original + DSP
5024,,110,0.883259,2. Original + DSP
5025,,110,0.944894,2. Original + DSP
5026,,90,0.908965,2. Original + DSP
5031,,90,0.956145,2. Original + DSP
5032,,95,0.933778,2. Original + DSP
5033,,105,0.865011,2. Original + DSP
5034,,110,0.931680,2. Original + DSP
5035,,110,0.870363,2. Original + DSP
5036,,90,0.932065,2. Original + DSP
5041,,90,0.892516,2. Original + DSP
5042,,95,0.934769,2. Original + DSP
5043,,105,0.938793,2. Original + DSP
5044,,110,0.958578,2. Original + DSP
5045,,110,1.070714,2. Original + DSP
5046,,90,0.985672,2. Original + DSP
5051,,90,1.004339,2. Original + DSP
5052,,95,1.048015,2. Original + DSP
5053,,105,0.963221,2. Original + DSP
5054,,110,0.973413,2. Original + DSP
5055,,110,1.021434,2. Original + DSP
5056,,90,1.033158,2. Original + DSP
5061,,90,0.970816,2. Original + DSP
5062,,95,0.877581,2. Original + DSP
5063,,105,0.794785,2. Original + DSP
5064,,110,1.053376,2. Original + DSP
5065,,110,1.013292,2. Original + DSP
5066,,90,0.985142,2. Original + DSP
5071,,90,0.611002,2. Original + DSP
5072,,95,0.620881,2. Original + DSP
5073,,105,0.741597,2. Original + DSP
5074,,110,0.625902,2. Original + DSP
5075,,110,0.715084,2. Original + DSP
5076,,90,0.736151,2. Original + DSP
5081,,90,0.262023,2. Original + DSP
5082,,95,0.244165,2. Original + DSP
5083,,105,0.309149,2. Original + DSP
5084,,110,0.301020,2. Original + DSP
5085,,110,0.583451,2. Original + DSP
5086,,90,0.393330,2. Original + DSP
5091,,90,0.655996,2. Original + DSP
5092,,95,0.534340,2. Original + DSP
5093,,105,0.793833,2. Original + DSP
5094,,110,0.519779,2. Original + DSP
5095,,110,0.687057,2. Original + DSP
5096,,90,0.718024,2. Original + DSP
5101,,90,0.540716,2. Original + DSP
5102,,95,0.478851,2. Original + DSP
5103,,105,0.564281,2. Original + DSP
5104,,110,0.511794,2. Original + DSP
5105,,110,0.574453,2. Original + DSP
5106,,90,0.621810,2. Original + DSP
5111,,90,0.417740,2. Original + DSP
5112,,95,0.475646,2. Original + DSP
5113,,105,0.509468,2. Original + DSP
5114,,110,0.486676,2. Original + DSP
5115,,110,0.704355,2. Original + DSP
5116,,90,0.729598,2. Original + DSP
5121,,90,1.052877,2. Original + DSP
5122,,95,1.077340,2. Original + DSP
5123,,105,0.762934,2. Original + DSP
5124,,110,0.981579,2. Original + DSP
5125,,110,0.789655,2. Original + DSP
5126,,90,1.031778,2. Original + DSP
5131,,90,0.870987,2. Original + DSP
5132,,95,0.813142,2. Original + DSP
5133,,105,0.848740,2. Original + DSP
5134,,110,0.799717,2. Original + DSP
5135,,110,0.837011,2. Original + DSP
5136,,90,0.775879,2. Original + DSP
5141,,90,0.950177,2. Original + DSP
5142,,95,0.925623,2. Original + DSP
5143,,105,0.921101,2. Original + DSP
5144,,110,0.955705,2. Original + DSP
5145,,110,0.927124,2. Original + DSP
5146,,90,0.881426,2. Original + DSP
5151,,90,0.538837,2. Original + DSP
5152,,95,0.405064,2. Original + DSP
5153,,105,0.626298,2. Original + DSP
5154,,110,0.470928,2. Original + DSP
5155,,110,0.820255,2. Original + DSP
5156,,90,0.924457,2. Original + DSP
5161,,90,0.258345,2. Original + DSP
5162,,95,0.251297,2. Original + DSP
5163,,105,0.214884,2. Original + DSP
5164,,110,0.260089,2. Original + DSP
5165,,110,0.572546,2. Original + DSP
5166,,90,0.428386,2. Original + DSP
5171,,90,0.247959,2. Original + DSP
5172,,95,0.314372,2. Original + DSP
5173,,105,0.254561,2. Original + DSP
5174,,110,0.448523,2. Original + DSP
5175,,110,0.621004,2. Original + DSP
5176,,90,0.576821,2. Original + DSP
5181,,90,0.334606,2. Original + DSP
5182,,95,0.304775,2. Original + DSP
5183,,105,0.273880,2. Original + DSP
5184,,110,0.467073,2. Original + DSP
5185,,110,0.511058,2. Original + DSP
5186,,90,0.621846,2. Original + DSP
5191,,90,0.840149,2. Original + DSP
5192,,95,0.873253,2. Original + DSP
5193,,105,0.843860,2. Original + DSP
5194,,110,0.845446,2. Original + DSP
5195,,110,0.838025,2. Original + DSP
5196,,90,0.835227,2. Original + DSP
5201,,90,0.881810,2. Original + DSP
5202,,95,0.874723,2. Original + DSP
5203,,105,1.012749,2. Original + DSP
5204,,110,0.892285,2. Original + DSP
5205,,110,1.000874,2. Original + DSP
5206,,90,0.901228,2. Original + DSP
5211,,90,1.041803,2. Original + DSP
5212,,95,0.951689,2. Original + DSP
5213,,105,0.980256,2. Original + DSP
5214,,110,0.971045,2. Original + DSP
5215,,110,1.024895,2. Original + DSP
5216,,90,1.048273,2. Original + DSP
5221,,90,0.925683,2. Original + DSP
5222,,95,0.939902,2. Original + DSP
5223,,105,0.829459,2. Original + DSP
5224,,110,0.862383,2. Original + DSP
5225,,110,1.253578,2. Original + DSP
5226,,90,1.049140,2. Original + DSP
5231,,90,0.875035,2. Original + DSP
5232,,95,1.028711,2. Original + DSP
5233,,105,0.984667,2. Original + DSP
5234,,110,0.941511,2. Original + DSP
5235,,110,1.025837,2. Original + DSP
5236,,90,1.253577,2. Original + DSP
5241,,90,0.871629,2. Original + DSP
5242,,95,0.816038,2. Original + DSP
5243,,105,0.996354,2. Original + DSP
5244,,110,0.854700,2. Original + DSP
5245,,110,0.859789,2. Original + DSP
5246,,90,0.910288,2. Original + DSP
5251,,90,0.819779,2. Original + DSP
5252,,95,0.811213,2. Original + DSP
5253,,105,0.848009,2. Original + DSP
5254,,110,0.830597,2. Original + DSP
5255,,110,0.874745,2. Original + DSP
5256,,90,0.904436,2. Original + DSP
5261,,90,1.010737,2. Original + DSP
5262,,95,0.957995,2. Original + DSP
5263,,105,0.961633,2. Original + DSP
5264,,110,0.920175,2. Original + DSP
5265,,110,1.049427,2. Original + DSP
5266,,90,1.006108,2. Original + DSP
5271,,90,0.914161,2. Original + DSP
5272,,95,0.953567,2. Original + DSP
5273,,105,0.901845,2. Original + DSP
5274,,110,0.960929,2. Original + DSP
5275,,110,1.109994,2. Original + DSP
5276,,90,1.047282,2. Original + DSP
5281,,90,0.743930,2. Original + DSP
5282,,95,0.799009,2. Original + DSP
5283,,105,0.742273,2. Original + DSP
5284,,110,0.705347,2. Original + DSP
5285,,110,0.765160,2. Original + DSP
5286,,90,0.972534,2. Original + DSP
5291,,90,0.882788,2. Original + DSP
5292,,95,1.047072,2. Original + DSP
5293,,105,0.998323,2. Original + DSP
5294,,110,0.800704,2. Original + DSP
5295,,110,0.925649,2. Original + DSP
5296,,90,1.006154,2. Original + DSP
5301,,90,0.799199,2. Original + DSP
5302,,95,0.965905,2. Original + DSP
5303,,105,1.019320,2. Original + DSP
5304,,110,0.846164,2. Original + DSP
5305,,110,0.918031,2. Original + DSP
5306,,90,0.863576,2. Original + DSP
5311,,90,0.545271,2. Original + DSP
5312,,95,0.417840,2. Original + DSP
5313,,105,0.806165,2. Original + DSP
5314,,110,0.804333,2. Original + DSP
5315,,110,0.932608,2. Original + DSP
5316,,90,1.071311,2. Original + DSP
5321,,90,0.882523,2. Original + DSP
5322,,95,1.000119,2. Original + DSP
5323,,105,0.720164,2. Original + DSP
5324,,110,1.064170,2. Original + DSP
5325,,110,1.073460,2. Original + DSP
5326,,90,0.916666,2. Original + DSP
5331,,90,1.146336,2. Original + DSP
5332,,95,0.610164,2. Original + DSP
5333,,105,0.666376,2. Original + DSP
5334,,110,1.047410,2. Original + DSP
5335,,110,1.114260,2. Original + DSP
5336,,90,1.096298,2. Original + DSP
5341,,90,0.314322,2. Original + DSP
5342,,95,0.283514,2. Original + DSP
5343,,105,0.292577,2. Original + DSP
5344,,110,0.299522,2. Original + DSP
5345,,110,0.860491,2. Original + DSP
5346,,90,0.546554,2. Original + DSP
5351,,90,0.407947,2. Original + DSP
5352,,95,0.524672,2. Original + DSP
5353,,105,0.935145,2. Original + DSP
5354,,110,0.780012,2. Original + DSP
5355,,110,0.897525,2. Original + DSP
5356,,90,0.801525,2. Original + DSP
5361,,90,0.870399,2. Original + DSP
5362,,95,0.856696,2. Original + DSP
5363,,105,0.883739,2. Original + DSP
5364,,110,0.880592,2. Original + DSP
5365,,110,0.957021,2. Original + DSP
5366,,90,0.936389,2. Original + DSP
5371,,90,0.917929,2. Original + DSP
5372,,95,0.755880,2. Original + DSP
5373,,105,0.767699,2. Original + DSP
5374,,110,0.897293,2. Original + DSP
5375,,110,0.920643,2. Original + DSP
5376,,90,0.675444,2. Original + DSP
5381,,90,0.727831,2. Original + DSP
5382,,95,0.770450,2. Original + DSP
5383,,105,0.620934,2. Original + DSP
5384,,110,0.697538,2. Original + DSP
5385,,110,0.772853,2. Original + DSP
5386,,90,0.921012,2. Original + DSP
5391,,90,0.835995,2. Original + DSP
5392,,95,0.865793,2. Original + DSP
5393,,105,0.852870,2. Original + DSP
5394,,110,0.836988,2. Original + DSP
5395,,110,0.926950,2. Original + DSP
5396,,90,1.066508,2. Original + DSP
5401,,90,0.765436,2. Original + DSP
5402,,95,0.616502,2. Original + DSP
5403,,105,0.657601,2. Original + DSP
5404,,110,0.757913,2. Original + DSP
5405,,110,0.742270,2. Original + DSP
5406,,90,0.773193,2. Original + DSP
5411,,90,0.434698,2. Original + DSP
5412,,95,0.955847,2. Original + DSP
5413,,105,0.806248,2. Original + DSP
5414,,110,0.893485,2. Original + DSP
5415,,110,0.958290,2. Original + DSP
5416,,90,0.945785,2. Original + DSP
5421,,90,0.802067,2. Original + DSP
5422,,95,0.679540,2. Original + DSP
5423,,105,0.763673,2. Original + DSP
5424,,110,0.752218,2. Original + DSP
5425,,110,0.954416,2. Original + DSP
5426,,90,0.792171,2. Original + DSP
5431,,90,0.886377,2. Original + DSP
5432,,95,1.011890,2. Original + DSP
5433,,105,0.828489,2. Original + DSP
5434,,110,0.821642,2. Original + DSP
5435,,110,1.079934,2. Original + DSP
5436,,90,0.924869,2. Original + DSP
5441,,90,0.467769,2. Original + DSP
5442,,95,0.521428,2. Original + DSP
5443,,105,0.866348,2. Original + DSP
5444,,110,1.133591,2. Original + DSP
5445,,110,0.671624,2. Original + DSP
5446,,90,0.924248,2. Original + DSP
5451,,90,0.781713,2. Original + DSP
5452,,95,0.758441,2. Original + DSP
5453,,105,0.763690,2. Original + DSP
5454,,110,0.683063,2. Original + DSP
5455,,110,0.929097,2. Original + DSP
5456,,90,0.874660,2. Original + DSP
5461,,90,0.916714,2. Original + DSP
5462,,95,1.040213,2. Original + DSP
5463,,105,0.865281,2. Original + DSP
5464,,110,0.883371,2. Original + DSP
5465,,110,0.739632,2. Original + DSP
5466,,90,0.795188,2. Original + DSP
5471,,90,1.134619,2. Original + DSP
5472,,95,0.688360,2. Original + DSP
5473,,105,0.977019,2. Original + DSP
5474,,110,0.740426,2. Original + DSP
5475,,110,0.862939,2. Original + DSP
5476,,90,1.153035,2. Original + DSP
5481,,90,0.855774,2. Original + DSP
5482,,95,0.828396,2. Original + DSP
5483,,105,0.443542,2. Original + DSP
5484,,110,0.947592,2. Original + DSP
5485,,110,0.918070,2. Original + DSP
5486,,90,0.592160,2. Original + DSP
5491,,90,0.614888,2. Original + DSP
5492,,95,0.584948,2. Original + DSP
5493,,105,0.737360,2. Original + DSP
5494,,110,0.958767,2. Original + DSP
5495,,110,0.840950,2. Original + DSP
5496,,90,0.616162,2. Original + DSP
5501,,90,0.674104,2. Original + DSP
5502,,95,0.609067,2. Original + DSP
5503,,105,0.488258,2. Original + DSP
5504,,110,0.514241,2. Original + DSP
5505,,110,0.622664,2. Original + DSP
5506,,90,0.604423,2. Original + DSP
5511,,90,0.328849,2. Original + DSP
5512,,95,0.764136,2. Original + DSP
5513,,105,0.625038,2. Original + DSP
5514,,110,0.324341,2. Original + DSP
5515,,110,0.618803,2. Original + DSP
5516,,90,0.612045,2. Original + DSP
5521,,90,0.421869,2. Original + DSP
5522,,95,0.317269,2. Original + DSP
5523,,105,0.407652,2. Original + DSP
5524,,110,0.751700,2. Original + DSP
5525,,110,0.675677,2. Original + DSP
5526,,90,0.777198,2. Original + DSP
5531,,90,0.826657,2. Original + DSP
5532,,95,0.836706,2. Original + DSP
5533,,105,0.794254,2. Original + DSP
5534,,110,0.815985,2. Original + DSP
5535,,110,1.062136,2. Original + DSP
5536,,90,0.923226,2. Original + DSP
5541,,90,0.696209,2. Original + DSP
5542,,95,0.683535,2. Original + DSP
5543,,105,0.885224,2. Original + DSP
5544,,110,0.884156,2. Original + DSP
5545,,110,0.903002,2. Original + DSP
5546,,90,0.867782,2. Original + DSP
5551,,90,0.413134,2. Original + DSP
5552,,95,0.762928,2. Original + DSP
5553,,105,0.939963,2. Original + DSP
5554,,110,0.806115,2. Original + DSP
5555,,110,0.874701,2. Original + DSP
5556,,90,0.783862,2. Original + DSP
5561,,90,0.838335,2. Original + DSP
5562,,95,0.842529,2. Original + DSP
5563,,105,0.839742,2. Original + DSP
5564,,110,0.862144,2. Original + DSP
5565,,110,0.982033,2. Original + DSP
5566,,90,0.974433,2. Original + DSP
5571,,90,0.734722,2. Original + DSP
5572,,95,0.965443,2. Original + DSP
5573,,105,0.783068,2. Original + DSP
5574,,110,0.742564,2. Original + DSP
5575,,110,0.814727,2. Original + DSP
5576,,90,0.799362,2. Original + DSP
5581,,90,0.615509,2. Original + DSP
5582,,95,0.790721,2. Original + DSP
5583,,105,0.422914,2. Original + DSP
5584,,110,0.719632,2. Original + DSP
5585,,110,0.581291,2. Original + DSP
5586,,90,0.638529,2. Original + DSP
5591,,90,0.267383,2. Original + DSP
5592,,95,0.357293,2. Original + DSP
5593,,105,0.260769,2. Original + DSP
5594,,110,0.303284,2. Original + DSP
5595,,110,0.421853,2. Original + DSP
5596,,90,0.319555,2. Original + DSP
5601,,90,0.962046,2. Original + DSP
5602,,95,0.894809,2. Original + DSP
5603,,105,0.886701,2. Original + DSP
5604,,110,0.958334,2. Original + DSP
5605,,110,0.894235,2. Original + DSP
5606,,90,0.938777,2. Original + DSP
5611,,90,0.640266,2. Original + DSP
5612,,95,0.641389,2. Original + DSP
5613,,105,0.630671,2. Original + DSP
5614,,110,0.654608,2. Original + DSP
5615,,110,0.658000,2. Original + DSP
5616,,90,0.724810,2. Original + DSP
5621,,90,0.487512,2. Original + DSP
5622,,95,0.862733,2. Original + DSP
5623,,105,0.565201,2. Original + DSP
5624,,110,0.570501,2. Original + DSP
5625,,110,0.808304,2. Original + DSP
5626,,90,0.924792,2. Original + DSP
5631,,90,0.676659,2. Original + DSP
5632,,95,0.606994,2. Original + DSP
5633,,105,0.623136,2. Original + DSP
5634,,110,0.638577,2. Original + DSP
5635,,110,1.068098,2. Original + DSP
5636,,90,1.038297,2. Original + DSP
5641,,90,1.027214,2. Original + DSP
5642,,95,1.117954,2. Original + DSP
5643,,105,1.092844,2. Original + DSP
5644,,110,1.028385,2. Original + DSP
5645,,110,0.945248,2. Original + DSP
5646,,90,1.028238,2. Original + DSP
5651,,90,0.766867,2. Original + DSP
5652,,95,0.766012,2. Original + DSP
5653,,105,0.895152,2. Original + DSP
5654,,110,0.873478,2. Original + DSP
5655,,110,0.732907,2. Original + DSP
5656,,90,0.764822,2. Original + DSP
5661,,90,1.057202,2. Original + DSP
5662,,95,0.987682,2. Original + DSP
5663,,105,0.978471,2. Original + DSP
5664,,110,1.017055,2. Original + DSP
5665,,110,1.011035,2. Original + DSP
5666,,90,1.076360,2. Original + DSP
5671,,90,0.947465,2. Original + DSP
5672,,95,0.896535,2. Original + DSP
5673,,105,0.916195,2. Original + DSP
5674,,110,0.879309,2. Original + DSP
5675,,110,0.963141,2. Original + DSP
5676,,90,0.984741,2. Original + DSP
5681,,90,0.578152,2. Original + DSP
5682,,95,0.615249,2. Original + DSP
5683,,105,0.390394,2. Original + DSP
5684,,110,0.697108,2. Original + DSP
5685,,110,0.731768,2. Original + DSP
5686,,90,0.706819,2. Original + DSP
5691,,90,0.808670,2. Original + DSP
5692,,95,0.810467,2. Original + DSP
5693,,105,0.847393,2. Original + DSP
5694,,110,0.645371,2. Original + DSP
5695,,110,0.883091,2. Original + DSP
5696,,90,0.998530,2. Original + DSP
5701,,90,0.816827,2. Original + DSP
5702,,95,0.806759,2. Original + DSP
5703,,105,0.837261,2. Original + DSP
5704,,110,0.685493,2. Original + DSP
5705,,110,0.892911,2. Original + DSP
5706,,90,0.998926,2. Original + DSP
5711,,90,0.752176,2. Original + DSP
5712,,95,0.204012,2. Original + DSP
5713,,105,0.745291,2. Original + DSP
5714,,110,0.167042,2. Original + DSP
5715,,110,0.824117,2. Original + DSP
5716,,90,0.771281,2. Original + DSP
5721,,90,0.283859,2. Original + DSP
5722,,95,0.298402,2. Original + DSP
5723,,105,0.296145,2. Original + DSP
5724,,110,0.336786,2. Original + DSP
5725,,110,0.549833,2. Original + DSP
5726,,90,0.292719,2. Original + DSP
5731,,90,0.584388,2. Original + DSP
5732,,95,0.515519,2. Original + DSP
5733,,105,0.765593,2. Original + DSP
5734,,110,0.686353,2. Original + DSP
5735,,110,0.890146,2. Original + DSP
5736,,90,0.929860,2. Original + DSP
5741,,90,0.490034,2. Original + DSP
5742,,95,0.295874,2. Original + DSP
5743,,105,0.279446,2. Original + DSP
5744,,110,0.527637,2. Original + DSP
5745,,110,0.396059,2. Original + DSP
5746,,90,0.470294,2. Original + DSP
5751,,90,0.258384,2. Original + DSP
5752,,95,0.259765,2. Original + DSP
5753,,105,0.243753,2. Original + DSP
5754,,110,0.396222,2. Original + DSP
5755,,110,0.726313,2. Original + DSP
5756,,90,0.670823,2. Original + DSP
5761,,90,0.947960,2. Original + DSP
5762,,95,0.834213,2. Original + DSP
5763,,105,0.915417,2. Original + DSP
5764,,110,0.939053,2. Original + DSP
5765,,110,0.997497,2. Original + DSP
5766,,90,0.921628,2. Original + DSP
5771,,90,0.356065,2. Original + DSP
5772,,95,0.215121,2. Original + DSP
5773,,105,0.222476,2. Original + DSP
5774,,110,0.221538,2. Original + DSP
5775,,110,0.375192,2. Original + DSP
5776,,90,0.361948,2. Original + DSP
5781,,90,0.457611,2. Original + DSP
5782,,95,0.523646,2. Original + DSP
5783,,105,0.479406,2. Original + DSP
5784,,110,0.497822,2. Original + DSP
5785,,110,1.005738,2. Original + DSP
5786,,90,0.514113,2. Original + DSP
5791,,90,0.327192,2. Original + DSP
5792,,95,0.293979,2. Original + DSP
5793,,105,0.247271,2. Original + DSP
5794,,110,0.181490,2. Original + DSP
5795,,110,0.617868,2. Original + DSP
5796,,90,0.535028,2. Original + DSP
5801,,90,0.329966,2. Original + DSP
5802,,95,0.954894,2. Original + DSP
5803,,105,0.282432,2. Original + DSP
5804,,110,1.018088,2. Original + DSP
5805,,110,0.958991,2. Original + DSP
5806,,90,0.934568,2. Original + DSP
5811,,90,0.180632,2. Original + DSP
5812,,95,0.228142,2. Original + DSP
