dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
759,-0.366775,1.475616,-0.500612,1.613192,-0.124009,1.600697,-0.484472,1.609195,-0.112929,1.598757,-0.354741,1.486980,0.007405,0.715277,0.072478,1.254513,0.431439,1.762863,-0.073874,1.291093,0.287916,1.860331
760,0.137492,1.344766,0.182226,1.507535,0.072689,1.377012,0.276025,1.442140,0.167285,1.399122,0.189333,1.357487,0.024473,0.597233,-0.176821,1.273485,-0.342909,1.784050,-0.110262,1.294209,-0.274591,1.817257
761,-0.004714,1.457349,-0.060222,1.528787,0.003398,1.684623,-0.071704,1.513350,-0.014120,1.652395,0.045619,1.538698,-0.000746,0.703971,-0.165441,1.417428,-0.211778,2.008251,-0.023230,1.416198,-0.069048,2.008140
762,0.862696,1.383059,0.694573,1.394889,-0.300399,1.491572,0.738946,1.345233,-0.256513,1.450051,0.775409,1.416728,0.036361,0.636998,0.881948,1.287595,0.144896,1.749818,0.888514,1.278623,0.152072,1.790731
763,0.806055,1.416062,0.457491,1.374878,-0.394517,1.407915,0.486903,1.316013,-0.361802,1.427867,0.746126,1.389290,-0.018448,0.664050,0.257642,1.222193,-0.507300,1.754117,0.374759,1.233198,-0.390929,1.802721
764,0.330160,1.024900,0.471105,1.009661,0.182708,1.105961,0.372518,1.040688,0.081115,1.170557,0.319242,1.067796,-0.048696,0.584040,0.120522,1.080112,-0.245824,1.443104,0.089851,1.125844,-0.277094,1.481478
765,-0.043139,1.361749,0.140831,1.338516,0.178583,1.265688,0.077061,1.311198,0.109848,1.346606,-0.091439,1.313635,-0.039230,0.539959,-0.281055,1.116770,-0.229697,1.698174,-0.225217,1.104464,-0.172696,1.692893
766,-0.607211,1.168702,-0.407992,1.049628,0.270554,1.306454,-0.508008,1.057248,0.165020,1.382655,-0.624330,1.139758,-0.080728,0.591541,-0.934056,1.214808,-0.387325,1.589744,-0.999561,1.199699,-0.455225,1.577301
767,-0.031536,0.950247,0.008384,0.966542,0.085553,1.032593,-0.001040,0.957576,0.076406,1.060694,0.001188,1.007528,-0.011197,0.550710,-0.049853,1.050499,-0.060470,1.401026,-0.043903,1.055333,-0.055691,1.423170
768,-0.159312,1.116018,-0.141048,1.019418,0.026346,1.164260,-0.252286,1.147429,-0.090451,1.208722,-0.217053,1.141955,-0.061046,0.544674,-0.048238,1.105998,0.109705,1.463207,-0.137287,1.105961,0.018891,1.485506
769,-0.129578,1.353814,-0.164197,1.297004,-0.067614,1.423710,-0.331251,1.350066,-0.231377,1.560060,-0.222586,1.378567,-0.063675,0.647696,0.127606,1.425954,0.284667,1.780363,-0.025981,1.425733,0.131854,1.815937
770,0.309047,1.733153,0.140550,1.643904,-0.285596,1.304143,0.061460,1.643746,-0.353843,1.423841,0.156673,1.682773,-0.047746,0.652715,0.064554,1.479762,-0.146720,2.111175,0.008453,1.454868,-0.199526,2.128367
771,-0.128106,1.216133,-0.119279,1.236149,0.015991,1.130291,-0.226169,1.192090,-0.087614,1.176873,-0.186692,1.234712,-0.067654,0.595136,-0.441203,1.202598,-0.323413,1.617350,-0.625931,1.201203,-0.507403,1.646471
772,0.599172,1.507438,0.289800,1.464036,-0.332898,1.502812,0.349929,1.375670,-0.273151,1.475031,0.527445,1.466229,-0.047418,0.669232,0.039325,1.388539,-0.538771,1.936713,0.046570,1.393561,-0.530577,1.964120
773,-0.150412,1.301337,-0.360649,1.275200,-0.240160,1.367340,-0.329484,1.249330,-0.210773,1.377916,-0.137562,1.299995,0.043629,0.612318,0.384848,1.333935,0.563751,1.760912,0.396942,1.348860,0.576879,1.789738
774,-0.777241,1.363921,-0.543181,1.516684,0.241617,1.475116,-0.526614,1.500108,0.248948,1.505968,-0.728093,1.376155,0.048536,0.619570,-0.226512,1.353856,0.553179,1.871862,-0.182577,1.338235,0.595303,1.888246
775,0.385334,1.375650,0.510286,1.316462,0.144341,1.562954,0.512503,1.347686,0.149533,1.543540,0.375653,1.415707,-0.030349,0.653444,0.407928,1.354709,0.002119,1.853844,0.416259,1.362107,0.010050,1.853680
776,-0.245519,1.401062,-0.465083,1.329435,-0.213511,1.225869,-0.546415,1.434622,-0.291506,1.346144,-0.308671,1.450641,-0.071623,0.643379,-0.612138,1.293481,-0.375266,1.765141,-0.724011,1.295951,-0.486991,1.797238
777,-0.365437,1.304036,-0.536956,1.290092,-0.311749,1.319125,-0.476846,1.349517,-0.251428,1.322654,-0.466885,1.360884,0.031321,0.571292,-0.225863,1.166117,0.274088,1.670421,-0.043136,1.210767,0.454400,1.737648
778,-0.090130,1.366966,-0.155209,1.332597,-0.179593,1.360776,-0.114780,1.277195,-0.141342,1.388237,-0.163441,1.320074,0.038261,0.717927,-0.047244,1.278169,0.153248,1.718530,-0.144898,1.273947,0.054734,1.774636
779,0.079835,1.546023,0.248956,1.481581,0.183039,1.678936,0.328038,1.466511,0.250077,1.707046,0.160903,1.529246,0.074854,0.668847,-0.260737,1.505998,-0.339976,2.062433,-0.188828,1.497189,-0.271044,2.070625
780,-0.411995,1.340373,-0.391819,1.128774,0.014643,1.251472,-0.339240,1.179913,0.059304,1.533918,-0.421503,1.224603,0.001300,0.717575,-0.301806,1.325558,0.122882,1.702595,-0.254232,1.335859,0.169812,1.757998
781,0.726449,1.316734,0.692017,1.282354,0.046177,1.434190,0.670268,1.333400,0.026552,1.516071,0.767720,1.334424,-0.037822,0.677484,-0.126302,1.306046,-0.931510,1.756604,-0.206621,1.320891,-1.010632,1.797000
782,0.548577,1.180364,0.547106,1.069456,-0.054918,1.197509,0.582018,1.129635,-0.021948,1.289858,0.514902,1.184214,0.016277,0.624868,0.277383,1.246485,-0.217398,1.618948,0.260057,1.259796,-0.235627,1.643291
783,0.572430,1.545955,0.591463,1.523079,0.005800,1.610896,0.411519,1.567083,-0.163656,1.639649,0.427455,1.611076,-0.142160,0.751648,0.201177,1.672884,-0.365781,2.124132,0.351081,1.669104,-0.217283,2.148359
784,0.925811,1.296544,1.079164,1.281469,0.143859,1.348696,1.078961,1.254585,0.147607,1.350070,0.931754,1.290155,0.011220,0.656902,0.378024,1.505939,-0.542636,1.842439,0.280562,1.489588,-0.639361,1.864354
785,-0.272493,1.461081,-0.157359,1.281744,0.100762,1.477966,-0.144202,1.315041,0.118670,1.619466,-0.269508,1.409669,0.012015,0.712858,0.065995,1.360278,0.350551,1.858488,0.102009,1.333773,0.384108,1.886579
786,-0.050996,1.293373,-0.206149,1.387252,-0.259923,1.432930,-0.172331,1.430586,-0.231997,1.467639,-0.134003,1.365226,0.018998,0.636052,0.452540,1.293054,0.608908,1.799003,0.356738,1.360379,0.512352,1.877949
787,0.077896,1.102854,0.000435,1.125996,-0.060853,1.219424,-0.110214,1.112952,-0.165790,1.303229,0.025810,1.123821,-0.072260,0.568173,-0.268177,1.110293,-0.367959,1.542946,-0.334302,1.151877,-0.432573,1.577477
788,-0.477127,1.085373,-0.514370,1.051583,-0.037319,1.043996,-0.533207,1.038656,-0.057539,1.091059,-0.473015,1.026676,0.005770,0.526682,0.078379,1.067638,0.556315,1.427492,0.046796,1.060391,0.524997,1.453085
789,0.335543,1.245542,0.069881,1.234586,-0.410281,1.213042,0.040209,1.262446,-0.443263,1.235406,0.119736,1.312969,-0.075218,0.587189,0.137177,1.304058,-0.060489,1.689388,0.198279,1.266228,0.001994,1.704680
790,0.041700,1.531228,-0.006300,1.524603,-0.116108,1.281420,-0.047391,1.534140,-0.157063,1.399416,-0.039186,1.567308,-0.015937,0.700045,0.407560,1.434640,0.429974,1.986734,0.357703,1.402764,0.380068,2.018864
791,0.209214,1.262535,0.454659,1.188124,0.388725,1.252364,0.419336,1.289684,0.355750,1.276112,0.336254,1.304140,-0.010375,0.621047,-0.442640,1.236904,-0.788604,1.738603,-0.565474,1.270277,-0.912258,1.754150
792,0.068065,1.136884,0.228486,1.232616,0.195018,1.235171,0.203745,1.222296,0.165626,1.293900,0.086124,1.178486,-0.011388,0.569761,0.045655,1.150511,-0.050920,1.562123,0.061377,1.144117,-0.035364,1.587353
793,0.019214,1.151746,-0.033606,1.114389,-0.029360,1.238777,0.051989,1.151868,0.058079,1.326403,0.106975,1.139340,0.064279,0.630480,0.016909,1.226557,-0.024438,1.539360,0.146894,1.238885,0.103686,1.595425
794,-0.711440,1.725865,-0.395640,1.514739,0.433434,1.875109,-0.282062,1.577896,0.542954,1.860789,-0.526727,1.611497,0.076005,0.680455,-0.661761,1.440072,-0.058470,2.009366,-0.544773,1.420009,0.059115,2.015439
795,0.002982,1.094331,0.006233,1.053943,0.025837,1.188240,0.059589,1.111527,0.081800,1.204112,0.076841,1.141704,0.050562,0.604145,0.270504,1.114193,0.243882,1.504646,0.260417,1.139014,0.233838,1.521257
796,0.431557,1.204151,0.479762,1.231979,0.009784,1.359048,0.498772,1.229721,0.028795,1.361592,0.418622,1.266635,0.024198,0.613772,0.107424,1.227036,-0.287172,1.622529,0.178475,1.196487,-0.217201,1.647898
797,0.329348,1.448928,0.451366,1.430859,0.165500,1.362067,0.360842,1.370542,0.078169,1.371131,0.351213,1.394796,-0.022823,0.645933,0.386805,1.223727,0.010546,1.767153,0.339886,1.235874,-0.032522,1.820775
798,0.674324,1.218951,0.499016,1.240478,-0.162200,1.350752,0.657049,1.217907,-0.009952,1.326471,0.785318,1.219187,0.104267,0.622837,0.630687,1.351477,-0.051817,1.727975,0.595576,1.252714,-0.086738,1.673652
799,0.706205,1.392187,1.120247,1.359178,0.483269,1.347793,0.976699,1.353933,0.344009,1.429442,0.743176,1.403259,-0.032326,0.766546,-0.004648,1.410287,-0.780517,1.944808,-0.041952,1.410550,-0.817104,1.974475
800,-0.233308,1.197702,-0.040874,1.256298,0.219520,1.186344,-0.086758,1.252887,0.170657,1.227905,-0.223377,1.232701,-0.015083,0.596153,-0.526968,1.255413,-0.314551,1.680248,-0.767242,1.257298,-0.556614,1.700496
801,0.181785,1.295221,0.266779,1.326253,0.213628,1.240438,0.285403,1.372551,0.231547,1.360848,0.278548,1.347172,-0.025038,0.646573,-0.098825,1.199833,-0.402900,1.618037,-0.018136,1.251510,-0.320571,1.678313
802,-0.051044,1.218722,-0.022914,1.191619,0.016462,1.312738,0.003469,1.224888,0.047565,1.323156,-0.075400,1.258402,-0.016554,0.575752,0.134779,1.216075,0.193939,1.652053,0.070455,1.193169,0.128233,1.638758
803,-0.098850,1.518795,0.367546,1.526438,0.574805,1.775669,0.214901,1.540026,0.422235,1.779289,-0.105924,1.529825,-0.110735,0.648532,-0.519735,1.535704,-0.521764,2.048246,-0.658704,1.540085,-0.662218,2.087165
804,0.401822,1.499846,0.402015,1.501321,-0.008120,1.597835,0.324015,1.527926,-0.082433,1.651505,0.326696,1.464043,-0.070317,0.658082,-0.419394,1.365389,-0.817764,1.793948,-0.430574,1.340867,-0.827411,1.812533
805,0.060652,1.038964,0.150526,1.133070,0.116196,1.094591,0.242641,1.109387,0.207039,1.118365,0.176581,1.068393,0.091084,0.535276,-0.005688,1.121139,-0.089713,1.489029,-0.070127,1.098108,-0.154260,1.501800
806,-0.342009,1.391540,-0.233755,1.441087,0.099133,1.442217,-0.181633,1.348750,0.146187,1.421771,-0.281426,1.360111,0.073421,0.629714,0.340470,1.262177,0.696116,1.768078,0.396921,1.206896,0.751655,1.775227
807,-0.567490,1.271872,-0.502248,1.238349,0.084068,1.414096,-0.505914,1.234496,0.076761,1.400585,-0.545776,1.264003,0.005853,0.610403,-0.017109,1.277397,0.534599,1.672238,-0.089090,1.268723,0.464200,1.707987
808,-0.648853,1.379726,-0.630401,1.400702,0.015077,1.285304,-0.651378,1.388229,-0.000669,1.367613,-0.643470,1.412869,0.004912,0.673181,-0.964599,1.271251,-0.320731,1.846239,-0.857496,1.283053,-0.209604,1.881442
809,-1.125525,1.243132,-1.041834,1.268874,0.085560,1.215610,-1.055427,1.231725,0.067110,1.236867,-1.142655,1.215265,-0.014876,0.603144,-0.782492,1.311238,0.347955,1.731768,-0.667165,1.264249,0.460282,1.720039
810,1.111137,1.570595,0.978317,1.393443,-0.186499,1.412630,0.900234,1.425151,-0.266424,1.447203,0.992233,1.579870,-0.065837,0.667772,0.466413,1.450276,-0.593570,2.001195,0.282399,1.452336,-0.776459,2.034644
811,0.537045,1.479037,0.528606,1.342831,-0.058653,1.413429,0.520411,1.362084,-0.076429,1.523045,0.512589,1.406628,0.028112,0.683897,0.704505,1.198197,0.226701,1.744321,0.732273,1.255725,0.251331,1.807869
812,0.112324,1.199000,0.047726,1.195614,-0.107448,1.323574,0.066540,1.183719,-0.090549,1.341366,0.094398,1.243857,0.025228,0.616010,0.280918,1.239557,0.209909,1.639073,0.364992,1.288460,0.294455,1.706659
813,-0.410175,1.145632,-0.380407,1.113133,0.123733,1.441082,-0.391691,1.111813,0.111856,1.437967,-0.328104,1.087897,-0.004821,0.533044,0.070456,1.129150,0.390706,1.483302,0.008767,1.112358,0.330095,1.507319
814,0.124492,1.184112,0.043945,1.193310,-0.082889,1.239236,0.056501,1.169728,-0.068286,1.262601,0.088072,1.184860,-0.034734,0.543272,-0.352586,1.001887,-0.476682,1.478741,-0.365261,1.038385,-0.489696,1.508580
815,-0.096906,1.232340,0.021784,1.309314,0.166961,1.372187,-0.032107,1.359038,0.110587,1.409926,-0.087927,1.276180,-0.033948,0.641673,-0.863443,1.408530,-0.810078,1.801270,-0.939401,1.364652,-0.886377,1.774818
816,0.633898,1.609653,0.848716,1.489263,0.157960,1.629464,0.806117,1.504750,0.117631,1.705179,0.595170,1.515440,0.012379,0.631439,0.519252,1.482463,-0.062321,2.038024,0.659096,1.427813,0.077365,2.014162
817,0.300193,1.213943,0.364988,1.351115,0.104367,1.164169,0.456674,1.332560,0.200053,1.224267,0.377196,1.235308,0.037400,0.553868,0.478441,1.110071,0.137130,1.524094,0.520288,1.098492,0.178964,1.577637
818,-0.225593,1.249761,-0.106559,1.284192,0.172623,1.265838,-0.118064,1.249126,0.166326,1.323700,-0.131776,1.248311,0.038898,0.701279,-0.446213,1.290669,-0.276644,1.689800,-0.511048,1.305516,-0.340379,1.760190
819,-0.315105,1.368425,-0.424520,1.333848,-0.041428,1.449293,-0.402480,1.341309,-0.021462,1.493597,-0.258131,1.358265,-0.004211,0.605908,-0.274818,1.217229,-0.021118,1.717397,-0.350257,1.224608,-0.098452,1.749084
820,-1.187788,1.362753,-1.075205,1.346878,0.210115,1.226505,-1.020480,1.403199,0.260345,1.334486,-1.033451,1.389489,0.065334,0.603881,-0.782062,1.212545,0.316329,1.740640,-0.714986,1.290767,0.384572,1.815059
821,0.140265,1.271385,0.394584,1.184255,0.359349,1.384650,0.293196,1.181387,0.259096,1.386901,0.193543,1.261347,-0.047661,0.630562,-0.205854,1.403781,-0.447307,1.801802,-0.342042,1.411655,-0.582209,1.831726
822,-0.082445,1.673431,-0.522446,1.803188,-0.589925,1.956547,-0.479124,1.822067,-0.543316,1.991502,-0.220817,1.725788,0.002774,0.700094,0.217072,1.630253,0.435571,2.177763,0.316611,1.572284,0.537654,2.164128
823,-0.068571,1.335260,0.071515,1.337644,0.125710,1.270351,0.117510,1.334462,0.163462,1.301410,-0.109262,1.340458,-0.022006,0.582974,-0.269961,1.244551,-0.177599,1.727271,-0.256257,1.241371,-0.166935,1.754236
824,0.361427,1.131873,0.395680,1.118234,0.085147,1.237194,0.433783,1.163081,0.122744,1.274599,0.431202,1.166919,0.022653,0.579236,-0.048506,1.160141,-0.456638,1.572678,0.124715,1.142847,-0.284793,1.575238
825,0.154505,1.112156,0.360706,1.100949,0.254876,1.172656,0.346480,1.148028,0.245352,1.187602,0.185949,1.155999,-0.017229,0.572583,-0.190168,1.174547,-0.395216,1.518746,-0.314311,1.197098,-0.519188,1.556177
826,0.894847,1.541851,0.877979,1.592430,-0.101510,1.755568,0.985749,1.541364,0.010194,1.745411,0.937745,1.556709,0.118815,0.673695,1.253179,1.705251,0.438403,2.172701,1.438419,1.678140,0.620330,2.196213
827,-0.056100,1.189084,-0.196206,1.239861,-0.203783,1.366055,-0.074387,1.298311,-0.084687,1.385146,-0.065862,1.193591,0.051994,0.622124,0.331431,1.372699,0.450571,1.687136,0.241265,1.292894,0.360070,1.663626
828,-0.386832,1.317540,-0.369941,1.359798,0.052845,1.427240,-0.316232,1.412981,0.108870,1.465293,-0.320898,1.364694,0.031856,0.615932,0.092489,1.471479,0.439258,1.904534,-0.007503,1.429383,0.343075,1.890621
829,1.066264,1.407164,1.216626,1.618335,0.245028,1.507276,1.303007,1.543866,0.331828,1.488355,1.192490,1.488039,0.038431,0.645486,1.014017,1.436454,-0.143826,2.025499,1.219393,1.407495,0.062699,2.026621
830,0.162438,1.134276,0.175170,1.167672,0.010050,1.120270,0.212638,1.145110,0.051337,1.159309,0.194235,1.153250,0.031298,0.581583,0.251526,1.184920,0.089146,1.603867,0.300346,1.214311,0.137135,1.654131
831,-0.456273,1.437091,-0.588980,1.600261,-0.173688,1.768760,-0.627224,1.570737,-0.210941,1.727461,-0.523014,1.471394,-0.031238,0.765326,-0.815799,1.503816,-0.319230,2.000887,-0.804872,1.478594,-0.309960,2.006443
832,0.425369,1.391668,0.477223,1.243710,0.009736,1.349833,0.294984,1.242831,-0.177318,1.408527,0.247495,1.352019,-0.132350,0.660195,0.503428,1.257574,0.124224,1.777926,0.550809,1.243939,0.168253,1.775726
833,0.152211,1.099591,0.121964,0.963994,-0.006409,1.221762,0.062079,1.012162,-0.066961,1.327556,0.130571,1.072267,-0.045613,0.583006,-0.336563,1.167689,-0.509585,1.512360,-0.368039,1.183732,-0.541581,1.542302
834,-0.457207,2.295099,-0.339263,2.108529,0.275499,2.227536,-0.316541,2.152323,0.299112,2.246783,-0.306407,2.262982,0.003192,0.777387,0.794418,2.131605,1.098151,2.831471,0.785100,2.060261,1.092105,2.836505
835,-0.057501,1.308886,-0.291272,1.237381,-0.207429,1.308664,-0.280728,1.242366,-0.194122,1.392914,-0.015726,1.295567,0.017550,0.686088,-0.131966,1.202785,-0.105152,1.646456,-0.175451,1.192340,-0.145958,1.679183
836,-0.507257,1.397873,-0.474483,1.368179,0.051512,1.304652,-0.577194,1.436414,-0.046399,1.393740,-0.562823,1.428734,-0.078168,0.606064,-0.418456,1.255530,0.066989,1.792662,-0.469264,1.247395,0.016724,1.807153
837,-0.511102,1.194669,-0.636031,1.209112,-0.222245,1.321512,-0.495497,1.200070,-0.089794,1.278560,-0.525303,1.199017,0.085182,0.634224,0.209346,1.301412,0.818101,1.717082,0.367292,1.306373,0.976984,1.736021
838,-1.088829,1.212965,-0.992277,1.215750,0.138433,1.182766,-0.936345,1.216303,0.192200,1.280371,-1.034306,1.202051,0.017392,0.640200,-0.601284,1.166419,0.450360,1.614121,-0.662256,1.176818,0.388504,1.636796
839,0.030737,1.309397,0.053250,1.424742,0.036674,1.307477,0.125888,1.504225,0.111270,1.338144,0.126352,1.342385,0.082038,0.682096,0.645864,1.346050,0.600457,1.788632,0.598133,1.335004,0.551754,1.810628
840,0.521815,1.431058,0.621687,1.484169,0.083684,1.514454,0.616023,1.469020,0.075798,1.479903,0.507789,1.416916,0.003311,0.598992,0.236567,1.354535,-0.270490,1.913195,0.255455,1.395312,-0.249028,1.935387
841,0.354372,1.308641,0.578691,1.390375,0.293415,1.414309,0.416428,1.340648,0.133276,1.443677,0.320758,1.315919,-0.099208,0.637582,0.169344,1.153604,-0.253765,1.671720,0.001408,1.174482,-0.420553,1.710404
842,0.667562,1.688158,0.846901,1.420218,0.337807,1.495110,0.895902,1.495375,0.390805,1.588664,0.857109,1.644452,0.038502,0.683267,0.524953,1.521956,-0.298338,2.048467,0.498302,1.512608,-0.323050,2.077088
843,0.077248,1.194559,-0.048787,1.210331,-0.163209,1.258636,0.065638,1.243012,-0.048181,1.263019,0.081647,1.229344,0.039256,0.549595,0.379940,1.152857,0.336174,1.576135,0.531535,1.180216,0.489004,1.605766
844,0.126968,1.533957,0.107164,1.544079,-0.020747,1.603655,0.192208,1.506181,0.061851,1.604443,0.189762,1.491161,0.065923,0.688940,0.752856,1.484339,0.631423,2.022146,0.813229,1.515234,0.688792,2.057861
845,0.351462,1.281440,0.333126,1.273557,-0.058959,1.277478,0.447384,1.215839,0.053180,1.299800,0.395626,1.239736,0.083841,0.638879,0.566828,1.339398,0.255902,1.728667,0.666935,1.317375,0.355808,1.740648
846,0.290771,1.388366,0.003094,1.459163,-0.412442,1.514952,-0.047294,1.464362,-0.464543,1.479479,0.096820,1.414298,-0.071928,0.657825,0.281309,1.425483,0.109468,1.951185,0.369428,1.360606,0.197082,1.924096
847,-0.431145,1.401716,-0.432248,1.412820,-0.050076,1.692266,-0.436876,1.420918,-0.059930,1.785788,-0.441384,1.432137,0.039598,0.679039,0.450065,1.371339,0.933142,1.862781,0.460165,1.398417,0.942151,1.912580
848,-0.284803,1.665106,-0.259266,1.504854,0.041297,1.385720,-0.381804,1.567185,-0.068382,1.631397,-0.308860,1.613957,-0.048754,0.748500,0.058801,1.316252,0.315941,1.908497,0.030978,1.340428,0.290119,1.959124
849,-0.287756,1.365132,-0.430474,1.347168,-0.230754,1.284633,-0.361405,1.360386,-0.160662,1.412926,-0.361468,1.353756,0.008983,0.683498,0.121238,1.264405,0.490912,1.704657,0.142969,1.271164,0.513092,1.756578
850,0.613516,1.473065,0.858767,1.258280,0.295927,1.413316,0.684077,1.321335,0.116271,1.451184,0.590404,1.461823,-0.067336,0.705107,-0.316253,1.367184,-0.972928,1.837914,-0.415314,1.394688,-1.072543,1.888762
851,0.346476,1.637722,0.252704,1.596637,-0.085925,1.430590,0.290577,1.606354,-0.051321,1.435801,0.361723,1.694534,0.011497,0.599971,-0.271197,1.467384,-0.623608,2.081464,-0.266201,1.441842,-0.617614,2.115450
852,-0.035437,1.317353,-0.169282,1.286247,-0.177923,1.297539,-0.168993,1.359853,-0.175301,1.379903,-0.065871,1.366458,0.012919,0.620986,-0.297527,1.457293,-0.225035,1.876238,-0.222425,1.412121,-0.148384,1.851142
853,-0.836899,1.336298,-0.964277,1.450418,-0.252205,1.486922,-0.968906,1.347437,-0.264049,1.501859,-0.883730,1.316064,0.076222,0.718536,0.532873,1.311747,1.495130,1.759852,0.589340,1.347284,1.550479,1.826610
854,0.118067,1.225596,0.196978,1.385890,0.111801,1.201626,0.150550,1.254398,0.068009,1.187308,0.100459,1.222582,-0.049978,0.589035,-0.262139,1.272638,-0.413927,1.692284,-0.363290,1.222428,-0.514985,1.701097
855,0.741401,1.571118,0.725172,1.552601,-0.027980,1.473044,0.626309,1.563724,-0.130875,1.487343,0.677797,1.580280,-0.050041,0.761498,0.795609,1.513384,0.070707,1.991269,0.860279,1.479467,0.133518,2.043280
856,-0.718147,1.514000,-0.787965,1.436376,-0.032809,1.582842,-0.589381,1.502285,0.164032,1.681717,-0.541696,1.461364,0.140035,0.747325,0.042880,1.577923,0.730566,2.042639,0.169164,1.553086,0.854598,2.038264
857,0.029592,1.113632,-0.029778,1.063478,-0.051011,1.064052,-0.060497,1.077423,-0.081669,1.111358,0.023045,1.073202,-0.012479,0.557422,-0.185202,1.193321,-0.224801,1.537686,-0.187549,1.145975,-0.225684,1.518220
858,-0.035618,1.286844,0.005532,1.324204,0.051952,1.386196,-0.052126,1.281470,-0.003763,1.334883,-0.054538,1.292756,-0.029257,0.600252,-0.134519,1.286035,-0.112261,1.737622,-0.307973,1.246275,-0.284608,1.732278
859,0.464836,1.639735,0.273569,1.458442,-0.352625,1.490379,0.308461,1.454904,-0.319278,1.575261,0.331068,1.585732,0.019069,0.678935,1.217223,1.613560,0.905055,2.164189,1.134613,1.559490,0.824214,2.169791
860,0.151763,1.200863,0.132566,1.153969,-0.044489,1.437132,0.113033,1.145165,-0.063774,1.390416,0.127563,1.175884,0.000611,0.555564,0.600468,1.266081,0.474810,1.655492,0.485994,1.264654,0.357245,1.677146
861,-0.413491,1.940265,-0.278169,1.755904,0.257079,2.101631,-0.251105,1.680202,0.278857,2.067905,-0.272511,1.717507,0.029447,0.706013,-0.538873,1.443364,-0.237178,2.074282,-0.691499,1.447238,-0.388352,2.132222
862,-0.048219,1.257057,0.199175,1.390061,0.304399,1.230015,0.196968,1.376133,0.294552,1.270782,-0.007126,1.241708,-0.008369,0.561404,0.629563,1.126706,0.633519,1.645013,0.552308,1.130793,0.553321,1.639346
863,0.204561,1.456933,0.117582,1.343819,-0.071730,1.436412,0.219697,1.337593,0.036123,1.457892,0.251499,1.456008,0.026688,0.671275,0.489376,1.332741,0.266010,1.925531,0.421324,1.357504,0.197993,1.978426
864,-0.493555,1.224688,-0.602862,1.149922,-0.162144,1.253878,-0.630446,1.196399,-0.189121,1.325433,-0.573122,1.251797,-0.029238,0.595889,-0.432318,1.297911,0.108340,1.720279,-0.310533,1.269832,0.232416,1.713542
865,0.346294,1.483849,0.410567,1.333404,0.184172,1.366636,0.301275,1.314902,0.081000,1.474223,0.333019,1.411210,-0.128035,0.676442,-0.547116,1.420928,-1.014512,1.814744,-0.624600,1.413021,-1.090550,1.877678
866,-0.167696,1.268044,-0.161332,1.274773,-0.079167,1.270410,-0.043906,1.321750,0.031892,1.312605,-0.197896,1.345222,0.055706,0.651853,0.318844,1.340286,0.573185,1.745919,0.433356,1.303495,0.687259,1.731961
867,-0.123275,1.407194,0.002263,1.414754,0.259517,1.713884,-0.067512,1.409500,0.193007,1.649033,-0.018932,1.383527,-0.024990,0.568451,0.007962,1.170167,0.000138,1.735937,-0.069514,1.108035,-0.075508,1.707892
868,-0.282965,1.442670,-0.402187,1.485933,-0.109558,1.729431,-0.355216,1.407709,-0.060455,1.674119,-0.261133,1.442447,0.011093,0.670811,-0.276226,1.392927,-0.006905,1.897293,-0.090737,1.360571,0.181525,1.917690
869,0.540760,1.502649,0.415063,1.514700,-0.155469,1.569042,0.393283,1.582384,-0.177917,1.678645,0.453887,1.553735,-0.055700,0.750527,-0.132534,1.469642,-0.646156,2.007186,-0.382715,1.472736,-0.895596,2.030156
870,-0.073125,1.390716,0.118237,1.339904,0.166158,1.337731,0.050752,1.230275,0.104103,1.329715,-0.087829,1.310110,0.004530,0.666860,0.223397,1.225754,0.315164,1.744923,0.205876,1.213552,0.298466,1.762399
871,0.163312,1.444387,0.148138,1.313347,-0.145273,1.621726,0.204682,1.319337,-0.092650,1.665265,0.110139,1.344166,0.075025,0.637180,0.447746,1.317118,0.408339,1.779585,0.454537,1.294505,0.417019,1.812943
872,-0.071657,1.256787,-0.135808,1.255436,-0.074443,1.507948,-0.127591,1.221662,-0.059820,1.455477,-0.077395,1.217792,-0.001752,0.599313,-0.263899,1.202095,-0.188229,1.593194,-0.356163,1.202108,-0.279862,1.619133
873,0.220791,1.308752,0.150220,1.252127,-0.077523,1.353902,0.103264,1.224686,-0.122122,1.401786,0.161589,1.262613,-0.053750,0.613665,0.075808,1.160561,-0.141436,1.647889,0.069435,1.165128,-0.146919,1.664189
874,-0.571762,1.272770,-0.446828,1.404083,0.113979,1.340891,-0.415634,1.313710,0.146949,1.337574,-0.502481,1.293052,0.077171,0.586921,0.373870,1.235231,0.955769,1.712027,0.301220,1.197312,0.882126,1.696012
