category,rank,dimension,mean_delta,std_delta
tempo105,19,368,1.049544,0.786203
tempo105,20,342,1.048008,0.796336
tempo105,21,299,1.046766,0.841273
tempo105,22,34,1.038127,0.759542
tempo105,23,360,1.037635,0.797693
tempo105,24,482,1.036309,0.799408
tempo105,25,415,1.032107,0.739854
tempo105,26,96,1.028373,0.783166
tempo105,27,162,1.027608,0.781981
tempo105,28,371,1.026897,0.804202
tempo105,29,264,1.023980,0.776542
tempo105,30,483,1.023502,0.803988
tempo110,1,469,1.309720,1.047674
tempo110,2,214,1.234132,1.000006
tempo110,3,174,1.191280,0.918159
tempo110,4,85,1.146407,0.838927
tempo110,5,189,1.116918,0.854880
tempo110,6,291,1.115504,0.815022
tempo110,7,220,1.112903,0.880491
tempo110,8,10,1.104002,0.882151
tempo110,9,76,1.103309,0.815461
tempo110,10,242,1.095288,0.830734
tempo110,11,137,1.090630,0.837374
tempo110,12,482,1.087954,0.832702
tempo110,13,288,1.086322,0.869959
tempo110,14,503,1.084981,0.854216
tempo110,15,342,1.063183,0.789148
tempo110,16,409,1.063052,0.827402
tempo110,17,287,1.062591,0.775832
tempo110,18,104,1.060238,0.800131
tempo110,19,162,1.057463,0.783675
tempo110,20,96,1.054933,0.777371
tempo110,21,286,1.052553,0.827484
tempo110,22,319,1.041855,0.833755
tempo110,23,264,1.038692,0.776697
tempo110,24,360,1.036845,0.792210
tempo110,25,208,1.036559,0.810505
tempo110,26,190,1.030212,0.775435
tempo110,27,470,1.027660,0.772160
tempo110,28,168,1.027305,0.793133
tempo110,29,245,1.025458,0.813701
tempo110,30,205,1.024712,0.796846
