category,rank,dimension,mean_delta,std_delta
tempo095,17,1001,2.033160,1.584962
tempo095,18,47,1.986251,1.536188
tempo095,19,45,1.981326,1.582114
tempo095,20,238,1.968609,1.573744
tempo095,21,994,1.967602,1.567594
tempo095,22,443,1.960682,1.552644
tempo095,23,145,1.951457,1.583232
tempo095,24,640,1.950527,1.538568
tempo095,25,1006,1.935179,1.582551
tempo095,26,631,1.921344,1.437248
tempo095,27,611,1.920158,1.523816
tempo095,28,365,1.888539,1.550711
tempo095,29,563,1.883731,1.483251
tempo095,30,639,1.846163,1.465750
tempo105,1,880,1.944636,1.715239
tempo105,2,629,1.934139,1.717704
tempo105,3,4,1.879271,1.684291
tempo105,4,963,1.868207,1.642452
tempo105,5,757,1.797420,1.552701
tempo105,6,70,1.794050,1.580764
tempo105,7,400,1.770159,1.624338
tempo105,8,941,1.712143,1.508939
tempo105,9,834,1.690759,1.562238
tempo105,10,45,1.687383,1.484488
tempo105,11,698,1.685879,1.485901
tempo105,12,427,1.676962,1.471018
tempo105,13,551,1.673795,1.482166
tempo105,14,290,1.657087,1.463385
tempo105,15,995,1.651662,1.431754
tempo105,16,612,1.639630,1.484287
tempo105,17,1001,1.634310,1.429447
tempo105,18,611,1.624781,1.379204
tempo105,19,355,1.614696,1.416245
tempo105,20,47,1.604273,1.412755
tempo105,21,640,1.596122,1.405399
tempo105,22,145,1.570010,1.464996
tempo105,23,419,1.557797,1.364255
tempo105,24,994,1.545847,1.405348
tempo105,25,1006,1.544815,1.405852
tempo105,26,443,1.540190,1.316317
tempo105,27,238,1.500084,1.366144
tempo105,28,639,1.499649,1.298715
tempo105,29,501,1.496296,1.289347
tempo105,30,140,1.488604,1.346004
tempo110,1,880,1.967295,1.732427
tempo110,2,629,1.937559,1.760584
tempo110,3,4,1.895247,1.701276
tempo110,4,963,1.886272,1.653744
tempo110,5,757,1.835634,1.571007
tempo110,6,70,1.812253,1.577276
tempo110,7,400,1.766141,1.625453
tempo110,8,941,1.742278,1.516435
tempo110,9,698,1.722618,1.522936
tempo110,10,45,1.714083,1.490548
tempo110,11,551,1.704955,1.481121
tempo110,12,834,1.701265,1.558350
tempo110,13,427,1.696691,1.456536
tempo110,14,995,1.657538,1.436079
tempo110,15,612,1.652368,1.464149
tempo110,16,611,1.645147,1.380240
tempo110,17,290,1.639710,1.431349
tempo110,18,355,1.637518,1.421176
tempo110,19,640,1.631402,1.415983
tempo110,20,1001,1.629209,1.414289
tempo110,21,47,1.613745,1.406244
tempo110,22,145,1.581719,1.443356
tempo110,23,419,1.575471,1.360988
tempo110,24,994,1.566244,1.401962
tempo110,25,1006,1.547213,1.413290
tempo110,26,443,1.546379,1.301612
tempo110,27,140,1.519963,1.353783
tempo110,28,238,1.515719,1.366823
tempo110,29,501,1.515192,1.324296
tempo110,30,639,1.514840,1.334691
