dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
0,-0.160081,0.702235,-0.163101,0.785801,-0.005267,1.021603,-0.174410,0.782788,-0.016575,1.001168,-0.168923,0.731158,-0.006453,0.812485,-0.121461,0.665741,0.041009,0.948820,-0.088404,0.692841,0.074066,0.984667
1,0.000425,0.880505,0.095076,0.927586,0.141006,1.143521,0.017779,0.911207,0.063709,1.137120,-0.027277,0.878737,-0.076812,0.919522,-0.245581,0.853993,-0.295116,1.150413,-0.218294,0.825161,-0.267829,1.171945
2,-0.058457,1.001376,0.163348,0.927482,0.239684,1.228151,-0.026630,0.870106,0.049706,1.215864,-0.167235,0.897769,-0.127721,0.949984,-0.064243,0.811836,-0.024730,1.197371,-0.104704,0.782839,-0.065190,1.218784
3,-0.411871,0.829550,-0.280133,0.756427,0.106127,1.008363,-0.333231,0.699769,0.053029,1.009076,-0.494397,0.737229,-0.055407,0.780892,-0.391267,0.676516,0.047723,0.958506,-0.418471,0.627903,0.020519,0.974288
4,-0.474251,0.782740,-0.346279,0.831390,0.160743,1.120481,-0.420430,0.795038,0.086592,1.095902,-0.460703,0.781680,-0.021187,0.902222,-0.519048,0.750918,-0.079532,1.054874,-0.560108,0.737398,-0.120591,1.066655
5,-0.024551,0.683931,0.032734,0.710225,0.069813,1.005775,0.056208,0.720500,0.093287,1.011399,0.012239,0.707538,0.023517,0.813778,-0.001342,0.707352,0.009935,0.963482,-0.075596,0.688405,-0.064318,0.961746
6,-0.193783,0.727000,-0.220439,0.778909,-0.048456,0.994164,-0.197472,0.791839,-0.025488,1.023395,-0.179395,0.732196,0.037505,0.751938,-0.122376,0.693017,0.094523,0.953895,-0.054915,0.672578,0.161985,0.962685
7,0.397508,0.798820,0.431851,0.807744,0.005535,1.032167,0.403841,0.780034,-0.022475,1.032610,0.339494,0.789605,-0.027515,0.857484,0.436301,0.725993,0.069292,1.013160,0.472650,0.718884,0.105641,1.044481
8,-0.564304,1.043178,-0.891649,0.905936,-0.443557,1.417322,-0.773842,0.917485,-0.325750,1.397754,-0.551706,0.998251,0.135720,0.973123,-0.825161,0.872170,-0.137736,1.216276,-0.866353,0.852693,-0.178927,1.265007
9,0.065228,0.785170,0.078714,0.712566,0.001324,1.084062,0.160388,0.703297,0.082997,1.080826,0.145012,0.708581,0.092667,0.822033,0.286208,0.725396,0.233862,0.978539,0.382553,0.703573,0.330208,0.994564
10,-0.096837,1.055722,0.394204,1.158640,0.673464,1.596722,0.210273,1.180459,0.489534,1.578686,-0.040360,1.160273,-0.136789,0.945688,-0.226337,0.876221,-0.322765,1.279371,-0.356609,0.801016,-0.453038,1.335532
11,-0.458027,0.853286,-0.601482,0.938206,-0.223946,1.191383,-0.533825,0.883565,-0.156289,1.175314,-0.485842,0.833155,0.057478,0.909172,-0.240190,0.850194,0.303130,1.145837,-0.296462,0.802914,0.246859,1.149487
12,-0.346526,0.885100,-0.629737,0.867814,-0.387830,1.285440,-0.556381,0.868373,-0.314475,1.271090,-0.408948,0.860203,0.048433,0.846405,-0.184847,0.779692,0.272534,1.097839,-0.146740,0.745592,0.310641,1.114652
13,-0.196563,0.789613,-0.424761,0.641876,-0.275812,1.040970,-0.370280,0.680400,-0.221331,1.065050,-0.250829,0.762372,-0.003855,0.774516,-0.262508,0.686675,-0.015534,0.959171,-0.242972,0.665081,0.004002,0.977825
14,0.269617,0.829632,0.623563,0.766305,0.509544,1.120921,0.570087,0.852282,0.456068,1.163791,0.378337,0.881078,-0.056109,0.802540,0.254771,0.766433,-0.179675,1.060747,0.194243,0.787809,-0.240203,1.113462
15,-0.487826,0.781610,-0.627149,0.832414,-0.169027,1.083379,-0.555739,0.781685,-0.097617,1.060843,-0.490127,0.756791,0.029133,0.822740,-0.499980,0.720501,0.019280,0.999000,-0.460091,0.702044,0.059169,1.029397
16,0.390439,0.676892,0.384427,0.698630,-0.003789,0.930890,0.406213,0.719408,0.017998,0.959153,0.410309,0.696688,0.017479,0.769785,0.549210,0.708767,0.156380,0.961944,0.558395,0.720872,0.165565,0.981178
17,-0.028185,0.713590,0.022028,0.669750,0.050337,0.991453,0.109313,0.708073,0.137623,1.028896,0.072966,0.708276,0.101022,0.796371,0.037347,0.691380,0.065403,0.945918,0.096955,0.664313,0.125012,0.956102
18,0.240209,0.840906,0.345782,0.820698,0.158190,1.195919,0.300921,0.894942,0.113328,1.209611,0.202498,0.864212,-0.093479,0.911274,0.238091,0.867995,-0.057886,1.150728,0.116014,0.904941,-0.179963,1.196850
19,0.324090,0.837881,0.022267,0.761764,-0.395076,1.132284,0.173411,0.784167,-0.243932,1.138967,0.299395,0.807093,0.074120,0.902792,0.412325,0.805143,0.187050,1.102246,0.370004,0.783973,0.144729,1.115551
20,-0.374658,0.864460,-0.617251,0.809065,-0.314878,1.193198,-0.581554,0.837587,-0.279181,1.213140,-0.438762,0.850222,0.012487,0.899611,-0.392749,0.775577,0.058500,1.084715,-0.321510,0.743832,0.129739,1.096714
21,-0.209694,0.833233,-0.100420,0.790742,0.136936,1.093746,-0.101070,0.817357,0.136286,1.136246,-0.162863,0.815561,0.017534,0.879180,-0.257099,0.809552,-0.076702,1.102024,-0.245374,0.849889,-0.064978,1.152251
22,0.061629,0.749969,0.315516,0.650133,0.327160,1.054276,0.209917,0.693312,0.221561,1.065409,0.070141,0.764796,-0.069117,0.783012,0.225827,0.740252,0.086569,0.976389,0.214816,0.722975,0.075559,1.002904
23,0.180573,0.888552,0.227430,0.892610,0.045521,1.256256,0.208270,0.848442,0.026361,1.225886,0.183084,0.819720,0.003928,0.920937,0.252904,0.781323,0.073747,1.106801,0.161194,0.745567,-0.017963,1.096586
24,0.062300,0.832234,0.203125,0.773275,0.194876,1.089781,0.226924,0.787748,0.218675,1.112496,0.169755,0.815733,0.050204,0.911285,0.427260,0.847412,0.307710,1.113018,0.504794,0.812466,0.385244,1.121687
25,-0.038291,0.787104,-0.009785,0.787829,0.001893,1.003265,-0.000356,0.718096,0.011322,1.017141,-0.076190,0.732514,-0.009704,0.824653,-0.026731,0.705962,0.039754,1.016690,-0.101062,0.704005,-0.034576,1.037341
26,0.533705,0.892068,0.948506,0.810676,0.557336,1.245512,0.875057,0.813733,0.483887,1.215998,0.643348,0.873194,-0.041308,0.826711,0.512321,0.725957,-0.172334,1.078384,0.520154,0.683364,-0.164501,1.079067
27,0.211511,0.889516,-0.174041,0.799115,-0.500578,1.178227,-0.135349,0.767195,-0.461886,1.164133,0.105928,0.833928,0.016289,0.814210,0.101688,0.706697,0.012049,1.045006,0.131732,0.651485,0.042093,1.067632
28,0.470028,0.981517,0.883371,0.956140,0.544817,1.342893,0.819996,0.914540,0.481442,1.293172,0.561542,0.962651,-0.047814,0.873054,0.433634,0.756172,-0.175722,1.157703,0.387950,0.706037,-0.221406,1.179916
29,0.294638,0.773467,0.657463,0.719084,0.484945,1.038055,0.488945,0.800250,0.316427,1.106316,0.312149,0.796054,-0.111886,0.870209,0.123072,0.792082,-0.300964,1.063315,0.076498,0.790808,-0.347538,1.082993
30,0.190710,0.823000,0.211120,0.800667,-0.002885,1.031489,0.170943,0.751504,-0.043062,1.029204,0.142232,0.782376,-0.023802,0.863857,0.357729,0.750849,0.191695,1.066550,0.345592,0.751077,0.179558,1.079360
31,0.118996,0.785249,0.053726,0.728620,-0.087978,1.069948,0.085477,0.762417,-0.056227,1.088667,0.128717,0.759472,0.033778,0.869202,0.177217,0.737841,0.082277,1.011730,0.107754,0.701702,0.012815,1.025251
32,-0.177509,0.751472,-0.089384,0.739751,0.126635,1.053213,-0.156101,0.763974,0.059918,1.079360,-0.225442,0.753184,-0.088722,0.830847,-0.269124,0.745895,-0.132404,1.016713,-0.387232,0.698087,-0.250512,0.996921
33,-0.029201,0.726749,0.045538,0.666419,0.101273,0.951241,0.016100,0.752226,0.071835,1.019225,-0.048086,0.736767,-0.046991,0.804565,-0.131662,0.717953,-0.130566,0.983547,-0.177418,0.721660,-0.176323,0.995103
34,0.432060,1.005915,-0.001170,0.928039,-0.579927,1.418024,0.152038,0.994215,-0.426719,1.441394,0.337051,1.015192,0.060409,1.011505,0.434728,0.965319,0.158087,1.303284,0.427890,0.901505,0.151248,1.312871
35,-0.221379,0.879588,-0.215948,0.871837,-0.004458,1.262398,-0.199502,0.890721,0.011987,1.251270,-0.190592,0.898647,0.041269,0.980683,-0.242827,0.865372,-0.010966,1.191187,-0.334342,0.870875,-0.102481,1.217641
36,-0.041174,0.948179,0.202710,0.762375,0.278067,1.190581,0.095055,0.734058,0.170412,1.190193,-0.053510,0.880028,-0.048548,0.880703,0.047495,0.722930,0.052457,1.063811,0.071107,0.636070,0.076069,1.060202
37,-0.124333,0.906501,0.123527,0.872661,0.357122,1.159744,0.086617,0.883353,0.320213,1.194214,-0.018330,0.868562,-0.009754,0.888383,-0.084163,0.844424,-0.075587,1.135976,0.020664,0.786049,0.029240,1.146087
38,-0.075275,0.807112,-0.239893,0.834526,-0.243878,1.072014,-0.085751,0.778309,-0.089735,1.054493,-0.059145,0.766153,0.100095,0.832238,0.175751,0.699921,0.334991,1.007709,0.279713,0.677833,0.438954,1.014552
39,-0.161476,0.837254,0.055172,0.767715,0.332473,1.058464,0.036893,0.801838,0.314193,1.109523,-0.076506,0.804916,-0.037737,0.804547,-0.450875,0.677601,-0.412106,0.988452,-0.489353,0.638769,-0.450585,1.002083
40,0.113234,0.751405,0.361785,0.743151,0.292708,0.979381,0.282027,0.733782,0.212950,1.005535,0.092292,0.770627,-0.067742,0.818276,0.238060,0.877328,0.078026,1.107629,0.294192,0.905362,0.134158,1.156050
41,0.371913,1.037289,0.895896,0.880655,0.729231,1.366965,0.702184,0.905225,0.535518,1.384032,0.479224,0.938163,-0.110099,0.876610,0.398902,0.803684,-0.190421,1.199670,0.318003,0.737000,-0.271320,1.208260
42,0.232234,0.713222,0.306413,0.695725,0.092188,0.950491,0.278965,0.755125,0.064739,0.997892,0.242778,0.750480,-0.008514,0.778579,0.331623,0.740829,0.080331,0.970542,0.362432,0.745540,0.111140,0.999478
43,0.034407,0.809220,0.050687,0.887116,-0.014101,1.159335,0.045167,0.832877,-0.019621,1.126377,0.013908,0.803757,0.011688,0.844114,0.321144,0.749374,0.318924,1.012601,0.296454,0.732011,0.294235,1.053268
44,0.090425,0.813320,0.120570,0.716618,0.040603,1.129933,0.122885,0.779314,0.042918,1.160350,0.108430,0.770057,0.006933,0.787077,-0.184874,0.721426,-0.286371,0.975369,-0.274756,0.733916,-0.376253,1.010250
45,-0.177866,0.896243,-0.067969,0.800573,0.178176,1.154130,-0.133646,0.801458,0.112499,1.174413,-0.155854,0.818662,-0.050315,0.861004,-0.307876,0.747365,-0.202338,1.094737,-0.438942,0.700054,-0.333404,1.069464
46,-0.509570,0.689857,-0.389640,0.672007,0.168105,0.946923,-0.535872,0.706202,0.021873,0.968418,-0.566362,0.677895,-0.107867,0.769496,-0.624493,0.652393,-0.165998,0.919423,-0.697363,0.679447,-0.238869,0.950957
47,-0.524474,0.886742,-0.733423,0.845399,-0.289302,1.196782,-0.685417,0.847576,-0.241297,1.195327,-0.592245,0.840382,0.017404,0.896116,-0.734977,0.830415,-0.125327,1.161883,-0.734105,0.809210,-0.124456,1.157818
48,-0.483755,0.712143,-0.494821,0.695595,-0.000225,0.984806,-0.530505,0.728377,-0.035908,0.993870,-0.498102,0.685247,-0.025777,0.792452,-0.627424,0.715921,-0.155099,0.966588,-0.630054,0.681112,-0.157729,0.948884
49,0.162666,0.689322,0.216835,0.630410,0.069775,0.932371,0.077537,0.624142,-0.069523,0.933883,0.074652,0.634770,-0.104543,0.744079,0.120191,0.623699,-0.059003,0.875489,0.104224,0.614672,-0.074970,0.885044
50,-0.222874,0.772424,-0.202789,0.922901,0.020245,1.177716,-0.175887,0.830020,0.047147,1.096002,-0.251192,0.785143,-0.028503,0.879956,-0.513163,0.779752,-0.290475,1.067094,-0.522356,0.786879,-0.299668,1.094963
51,0.242442,0.894107,-0.040722,0.820361,-0.399097,1.185287,0.015702,0.907687,-0.342673,1.250511,0.153753,0.897808,0.034135,0.880288,0.342351,0.842358,0.222733,1.135412,0.279335,0.766092,0.159718,1.123633
52,0.351526,0.855001,0.616018,0.851431,0.336072,1.185377,0.613023,0.809412,0.333077,1.159962,0.444012,0.825976,0.016648,0.850827,0.290282,0.700638,-0.137082,1.027152,0.292028,0.669040,-0.135335,1.054895
53,0.531357,0.897985,0.157153,0.831346,-0.506901,1.277561,0.234209,0.840131,-0.429845,1.250249,0.432373,0.895368,0.041570,0.828683,0.449416,0.706074,0.058613,1.053837,0.476634,0.663747,0.085831,1.081671
54,-0.852798,0.805941,-0.533252,0.829580,0.444697,1.047626,-0.592123,0.785664,0.385826,1.050128,-0.744287,0.757300,-0.023956,0.829181,-0.759060,0.717520,-0.038729,1.021553,-0.686146,0.698614,0.034185,1.028830
55,-0.418216,0.831029,-0.379512,0.687776,0.016016,1.027735,-0.445022,0.728307,-0.049494,1.071747,-0.477415,0.777404,-0.035166,0.825079,-0.289578,0.784588,0.152671,1.031896,-0.325485,0.773497,0.116764,1.073548
56,-0.192963,0.771111,-0.233759,0.795890,-0.076815,1.035839,-0.203815,0.842295,-0.046871,1.080147,-0.221232,0.799856,0.009907,0.877875,-0.033127,0.841235,0.198012,1.141703,-0.005839,0.897785,0.225300,1.178161
57,-0.322684,0.834671,-0.416575,0.734961,-0.109266,1.147755,-0.403475,0.812986,-0.096165,1.210003,-0.347098,0.810163,-0.008102,0.850183,-0.202738,0.758140,0.136258,1.034762,-0.123796,0.717119,0.215200,1.042020
58,0.488035,0.939349,0.412168,1.017210,-0.196693,1.190438,0.450881,0.986234,-0.157980,1.158574,0.404444,0.935764,0.044403,0.871221,0.821451,0.872164,0.461410,1.176459,0.848934,0.810086,0.488892,1.175550
59,-0.056428,0.778537,0.060493,0.761772,0.172312,1.063245,0.042120,0.756678,0.153939,1.081282,-0.078102,0.746916,-0.080358,0.799865,-0.274015,0.628340,-0.276271,0.931331,-0.427568,0.634189,-0.429824,0.977937
60,-0.055358,0.852990,-0.360606,0.800969,-0.404147,1.179168,-0.225512,0.844489,-0.269053,1.218017,-0.028542,0.852178,0.131596,0.872762,0.011347,0.734803,0.171485,1.069604,0.096721,0.758745,0.256859,1.106095
61,-0.050078,0.827291,-0.007917,0.788528,0.115067,1.037062,0.041754,0.847383,0.164738,1.107271,0.044576,0.856540,0.017414,0.868613,0.041727,0.770217,0.014564,1.051908,0.125982,0.751757,0.098820,1.063886
62,-0.174766,0.703146,-0.061010,0.725304,0.142363,0.984536,-0.049339,0.700157,0.154033,0.982257,-0.097147,0.684158,0.047338,0.750576,-0.219839,0.707077,-0.075353,0.955791,-0.210980,0.700716,-0.066495,0.967391
63,0.487905,0.757284,0.592082,0.769930,0.112129,1.048738,0.545641,0.737691,0.065688,1.032446,0.510472,0.726580,0.014174,0.812795,0.538575,0.681346,0.042277,0.974789,0.514753,0.673214,0.018455,0.993477
64,0.525666,0.789100,0.712747,0.809445,0.248714,1.147906,0.733941,0.825172,0.269908,1.135466,0.595519,0.816074,0.004581,0.886204,0.467027,0.842401,-0.123911,1.097776,0.523607,0.807839,-0.067331,1.107513
65,0.618483,0.695808,0.669698,0.655287,0.053249,0.956279,0.576737,0.635380,-0.039712,0.961144,0.563827,0.660444,-0.056718,0.765848,0.664024,0.663733,0.043479,0.921827,0.563149,0.661073,-0.057396,0.940090
66,-0.199469,0.809679,-0.277736,0.818470,-0.123026,1.178443,-0.261589,0.816091,-0.106879,1.165662,-0.189683,0.788759,0.057217,0.803034,0.078554,0.742471,0.325454,1.030170,0.183351,0.743069,0.430251,1.064747
67,0.433096,0.803234,0.608874,0.738872,0.186788,1.049166,0.493550,0.749685,0.071464,1.063839,0.405614,0.797498,-0.039127,0.823328,0.434338,0.735982,-0.010403,1.029942,0.377855,0.713847,-0.066886,1.034626
68,0.325543,0.864149,0.390703,0.859984,0.102770,1.130943,0.376961,0.824339,0.089029,1.135766,0.363797,0.836288,-0.001606,0.869495,0.293240,0.770704,-0.072163,1.087101,0.364466,0.782772,-0.000936,1.145045
69,-0.258546,0.790976,-0.347819,0.645457,-0.093299,1.016350,-0.370006,0.675857,-0.115486,1.034020,-0.277013,0.753328,-0.014168,0.772562,-0.230841,0.690901,0.032003,0.987119,-0.297426,0.671660,-0.034582,0.985192
70,0.174006,0.764494,0.384972,0.807545,0.282123,1.064883,0.242414,0.762215,0.139564,1.048178,0.165983,0.752417,-0.083423,0.854634,0.181854,0.737703,-0.067552,1.022653,0.163574,0.709634,-0.085832,1.038952
71,0.118714,0.780235,0.164226,0.810606,0.060337,1.088923,0.122378,0.766416,0.018489,1.057941,0.053797,0.751584,-0.080616,0.838389,0.002183,0.696656,-0.132230,0.999919,-0.059076,0.703681,-0.193489,1.037988
72,-0.036097,0.759066,0.090675,0.775501,0.196092,1.095467,-0.050838,0.793526,0.054579,1.096558,-0.078089,0.777631,-0.115435,0.783322,-0.213045,0.706863,-0.250391,1.002924,-0.314821,0.702953,-0.352167,1.009397
73,0.052592,0.695865,-0.014750,0.772813,-0.069896,0.989898,0.028635,0.728838,-0.026510,0.970172,0.078347,0.696426,0.028452,0.760855,0.050834,0.675838,0.000939,0.933551,0.080044,0.647312,0.030149,0.934291
74,0.019756,0.815577,0.009526,0.931021,-0.057583,1.187441,-0.028292,0.854540,-0.095401,1.131882,-0.046566,0.788926,-0.016156,0.860403,0.100276,0.755244,0.130686,1.066571,0.100385,0.731746,0.130796,1.079538
75,0.074178,0.881633,-0.046419,0.872108,-0.207828,1.200149,0.012971,0.877633,-0.148438,1.198724,0.040421,0.853271,0.058667,0.817751,0.231202,0.753681,0.249448,1.046606,0.286590,0.726026,0.304836,1.075973
76,0.294942,1.001781,0.691742,1.072622,0.553779,1.325979,0.594499,1.060384,0.456537,1.333016,0.392442,1.038825,-0.068820,0.985008,0.472617,0.971617,0.011356,1.319053,0.382477,0.937525,-0.078785,1.350802
77,0.133756,0.667728,0.167677,0.624158,0.051327,0.915159,0.092132,0.637289,-0.024218,0.915663,0.094702,0.658185,-0.057486,0.744224,-0.019106,0.643572,-0.171294,0.895517,-0.094308,0.619732,-0.246496,0.890850
78,0.450223,0.720603,0.462594,0.787902,0.003248,1.026686,0.542242,0.741037,0.082895,1.009308,0.556250,0.738547,0.115664,0.857470,0.636206,0.697347,0.195621,0.982408,0.763002,0.671300,0.322417,0.990631
79,-0.205740,0.863677,0.035139,0.936498,0.364964,1.261078,-0.087355,0.915653,0.242470,1.215239,-0.125891,0.857387,-0.051594,0.887267,-0.216693,0.744109,-0.142396,1.077071,-0.213452,0.728974,-0.139155,1.123896
80,0.499949,0.796577,0.598588,0.909244,0.165631,1.161524,0.520837,0.882513,0.087880,1.174524,0.490656,0.828777,-0.080334,0.837745,0.476499,0.753435,-0.094492,1.029929,0.351919,0.755680,-0.219072,1.062426
81,0.148482,0.792576,0.029439,0.787479,-0.153091,1.111790,0.009700,0.775723,-0.172830,1.088713,0.065727,0.767539,-0.046691,0.840557,0.360837,0.713295,0.248419,1.035530,0.403798,0.714951,0.291380,1.039639
82,0.316683,0.939159,0.200427,0.846915,-0.114279,1.158452,0.194601,0.860168,-0.120105,1.152561,0.308652,0.905296,-0.010176,0.895237,0.069535,0.800708,-0.249293,1.106459,0.128516,0.724942,-0.190312,1.122157
83,0.175970,0.762912,0.336861,0.748903,0.208545,1.074949,0.336196,0.691616,0.207881,1.033010,0.252197,0.726104,0.025761,0.797659,0.238844,0.628511,0.012408,0.956648,0.289750,0.623294,0.063314,0.968432
84,-0.050574,0.944969,0.380275,0.842653,0.524380,1.304033,0.282739,0.865372,0.426844,1.314723,-0.000185,0.954898,-0.048702,0.897767,-0.104360,0.879225,-0.152877,1.188504,-0.064782,0.866005,-0.113299,1.243512
85,0.160661,1.168232,0.574571,0.923580,0.528076,1.566969,0.573926,0.969637,0.527431,1.619017,0.295527,1.126254,0.013943,0.974112,0.102992,0.897438,-0.178592,1.300333,-0.009335,0.854712,-0.290919,1.356672
86,-0.453729,0.788036,-0.591577,0.793125,-0.147571,1.111036,-0.551702,0.803384,-0.107696,1.103830,-0.456578,0.785587,0.007423,0.835484,-0.618833,0.722592,-0.154832,1.007098,-0.660608,0.669161,-0.196607,1.008916
87,0.123262,0.731299,0.178660,0.711407,0.065474,1.014990,0.126077,0.692537,0.012891,0.994143,0.116918,0.707908,-0.017042,0.793548,0.162316,0.634558,0.028356,0.931573,0.169719,0.641030,0.035759,0.950131
88,0.225930,0.787671,0.121487,0.900509,-0.160525,1.156991,0.319060,0.815659,0.037048,1.082325,0.278615,0.781796,0.112095,0.886816,0.543570,0.761728,0.377050,1.092464,0.566695,0.734534,0.400176,1.101007
89,-0.112574,0.971310,-0.554311,1.090577,-0.670908,1.215616,-0.375627,1.043403,-0.492224,1.190767,-0.250511,0.990174,0.104855,0.865061,0.092083,0.787531,0.447450,1.163391,0.149692,0.725768,0.505058,1.208401
90,-0.221389,0.781662,-0.519370,0.721169,-0.395837,0.993702,-0.516091,0.787206,-0.392558,1.059573,-0.351381,0.818580,-0.026311,0.822234,-0.429050,0.758195,-0.103980,1.032088,-0.544431,0.742996,-0.219361,1.033384
91,-0.321747,0.815423,-0.253941,0.780578,0.074831,1.071005,-0.271800,0.739366,0.056972,1.051932,-0.340671,0.796911,-0.026323,0.855250,-0.157220,0.801038,0.157127,1.071521,-0.139711,0.768133,0.174636,1.087956
92,0.258865,0.735913,0.358686,0.742623,0.137041,1.030125,0.303530,0.734099,0.081885,1.043075,0.227373,0.738680,-0.070942,0.809261,0.190250,0.669177,-0.108065,0.963553,0.202686,0.682789,-0.095629,0.990312
93,0.137164,0.801650,0.397450,0.785949,0.353222,1.126471,0.340567,0.750656,0.296339,1.083099,0.226635,0.787197,-0.008981,0.807607,0.130425,0.697881,-0.105192,1.003961,0.115614,0.685163,-0.120002,1.036850
94,-0.033975,1.011283,0.189345,1.140004,0.391525,1.304421,0.173024,1.059872,0.375205,1.277054,0.136997,0.994244,-0.007237,0.896739,-0.051583,0.887660,-0.195817,1.219480,0.057077,0.833926,-0.087157,1.246093
95,0.707789,0.790602,0.640148,0.882676,-0.117798,1.082196,0.634766,0.840559,-0.123180,1.038327,0.640914,0.804527,-0.013838,0.865590,0.729278,0.785320,0.074526,1.059594,0.715593,0.808379,0.060841,1.112485
96,0.252431,0.922577,0.433759,0.901379,0.255458,1.325546,0.465785,0.819432,0.287484,1.225501,0.363476,0.866313,0.032497,0.893854,0.533686,0.772166,0.202707,1.142023,0.625877,0.811846,0.294898,1.203295
97,0.035343,0.832573,-0.178614,0.663964,-0.247264,1.025736,-0.057038,0.726204,-0.125688,1.078100,0.084348,0.749121,0.084293,0.803888,-0.037738,0.708260,-0.037793,0.969606,0.042477,0.665609,0.042422,0.989324
98,-0.110529,0.855922,-0.303000,0.871171,-0.310330,1.105186,-0.256290,0.824964,-0.263620,1.095613,-0.229192,0.811563,0.006208,0.827126,-0.048307,0.713180,0.187093,1.037322,-0.080999,0.664902,0.154401,1.062596
99,0.932269,0.947753,0.850073,0.875289,-0.083885,1.275018,0.882519,0.845748,-0.051439,1.287521,0.893797,0.881302,-0.036653,0.965528,0.879769,0.866380,-0.050680,1.189451,0.801721,0.869117,-0.128729,1.224597
100,-0.255712,0.782989,-0.406404,0.957534,-0.213392,1.144678,-0.399932,0.835126,-0.206921,1.061448,-0.283721,0.802726,0.038395,0.799673,-0.216996,0.687121,0.105121,0.995104,-0.078393,0.685953,0.243723,1.039023
101,0.233162,0.813349,0.314599,0.825267,0.109879,1.197048,0.352613,0.785871,0.147893,1.174519,0.275904,0.785009,0.012591,0.847351,0.207025,0.729414,-0.056288,1.053334,0.112975,0.732928,-0.150338,1.077126
102,0.025648,0.754694,0.122079,0.712039,0.126023,1.039161,0.010166,0.700296,0.014110,1.039197,-0.067798,0.729689,-0.124801,0.816499,-0.119701,0.725006,-0.176704,0.997058,-0.234029,0.691484,-0.291032,0.990806
103,-0.537307,0.882471,-0.476353,0.779580,0.041702,1.097749,-0.392195,0.789292,0.125859,1.119216,-0.492742,0.842690,0.065014,0.885396,-0.336776,0.804327,0.220980,1.118794,-0.333270,0.794241,0.224486,1.123866
104,0.317507,1.146205,0.888937,1.069106,0.772531,1.568837,0.835734,1.063126,0.719328,1.569059,0.531322,1.114833,0.000746,0.946964,0.574354,0.860593,0.043778,1.334476,0.525340,0.807333,-0.005235,1.366316
105,-0.385316,0.763048,-0.337051,0.726065,0.094661,1.032404,-0.304280,0.761541,0.127432,1.061815,-0.320228,0.757774,0.015934,0.850809,-0.207646,0.782063,0.128515,1.058177,-0.043649,0.795068,0.292512,1.082938
106,0.232931,0.917511,0.707591,0.785388,0.626193,1.161614,0.673501,0.815877,0.592103,1.178071,0.424936,0.885072,0.031494,0.918628,0.409302,0.861053,0.015860,1.166888,0.473532,0.852198,0.080090,1.217407
107,0.056172,0.933716,-0.287779,0.985008,-0.489116,1.227282,-0.260354,0.911327,-0.461691,1.184039,-0.112324,0.930382,-0.014700,0.945626,-0.072166,0.831105,0.025458,1.169257,-0.209061,0.847835,-0.111438,1.228364
108,-1.047875,0.886337,-0.865864,0.943370,0.259483,1.179051,-0.924160,0.859973,0.201187,1.169177,-0.988141,0.831455,-0.022402,0.922641,-1.165908,0.809225,-0.200169,1.135822,-1.190491,0.817880,-0.224752,1.184513
109,-0.116798,0.879119,-0.011901,0.828992,0.115358,1.136135,-0.073298,0.773328,0.053961,1.136266,-0.176734,0.810711,-0.071019,0.899314,0.051469,0.829841,0.157184,1.144313,0.075746,0.863405,0.181460,1.180331
110,0.075813,0.791994,0.066072,0.719103,-0.019175,1.060418,0.087919,0.715033,0.002671,1.076554,0.065230,0.746412,-0.000595,0.810499,0.233296,0.758501,0.167470,1.020572,0.224170,0.764828,0.158344,1.059990
111,0.403055,0.808856,0.321103,0.802847,-0.170269,1.007631,0.306168,0.769731,-0.185204,1.032086,0.298942,0.749308,-0.010531,0.741833,0.511624,0.720484,0.202151,0.977765,0.413775,0.677553,0.104302,0.990651
112,-0.218004,0.917109,-0.138777,0.947061,0.110865,1.243634,-0.134842,0.862489,0.114799,1.183087,-0.185439,0.877823,-0.000923,0.919140,-0.057658,0.946151,0.126858,1.268639,-0.007202,0.900537,0.177315,1.262223
113,0.201733,1.023224,-0.041421,0.788720,-0.284629,1.257716,-0.070264,0.831187,-0.313472,1.267836,0.106157,0.947163,-0.051632,0.925539,-0.008305,0.808919,-0.166094,1.161974,0.004026,0.739779,-0.153763,1.157998
114,0.357647,0.780627,0.315520,0.852565,-0.030372,1.075814,0.266783,0.828637,-0.079108,1.073173,0.291604,0.814396,-0.078507,0.856524,0.288102,0.880172,-0.082009,1.147939,0.216086,0.884507,-0.154025,1.174307
115,0.142155,0.766505,-0.083197,0.789339,-0.293779,1.088813,-0.066408,0.773217,-0.276990,1.076731,0.072649,0.778218,0.002981,0.773694,0.365353,0.704626,0.295685,0.985957,0.377337,0.657877,0.307669,0.993442
