dimension,ori_mean,ori_std,mod_mean_Human_Plagiarism_(Base),mod_std_Human_Plagiarism_(Base),shift_mean_Human_Plagiarism_(Base),shift_std_Human_Plagiarism_(Base),mod_mean_Human_Plagiarism_+_DSP,mod_std_Human_Plagiarism_+_DSP,shift_mean_Human_Plagiarism_+_DSP,shift_std_Human_Plagiarism_+_DSP,mod_mean_Original_+_DSP,mod_std_Original_+_DSP,shift_mean_Original_+_DSP,shift_std_Original_+_DSP,mod_mean_AI_Generation_(Base),mod_std_AI_Generation_(Base),shift_mean_AI_Generation_(Base),shift_std_AI_Generation_(Base),mod_mean_AI_+_DSP,mod_std_AI_+_DSP,shift_mean_AI_+_DSP,shift_std_AI_+_DSP
232,0.163828,0.864251,0.161519,0.799945,0.020909,1.137056,0.065979,0.783816,-0.074632,1.143695,0.121924,0.823440,-0.066516,0.863375,0.037061,0.672316,-0.151379,1.023671,0.003734,0.647371,-0.184706,1.041372
233,-0.138487,0.799413,-0.126381,0.814646,-0.005276,1.104060,-0.055332,0.779316,0.065773,1.085446,-0.125649,0.785485,0.031256,0.876411,-0.188845,0.698721,-0.031940,1.013461,-0.176151,0.666081,-0.019246,1.007248
234,0.009734,0.799074,-0.261630,0.747315,-0.341892,1.084482,-0.137842,0.736523,-0.218103,1.072768,0.060566,0.798474,0.125553,0.852327,0.257441,0.729521,0.322428,1.020594,0.315434,0.707353,0.380421,1.041920
235,0.138188,0.704259,0.082353,0.744822,-0.107150,1.009771,0.077302,0.724660,-0.112201,0.986544,0.092875,0.702269,0.009054,0.773637,0.167173,0.639855,0.083352,0.918477,0.112254,0.619179,0.028432,0.923987
236,-0.566548,0.884964,-0.472749,0.910350,0.147613,1.161938,-0.487542,0.894899,0.132820,1.185443,-0.510467,0.860095,-0.000948,0.891621,-0.813953,0.888795,-0.304434,1.157386,-0.785020,0.872856,-0.275501,1.201191
237,0.175051,0.840994,0.138283,0.882717,-0.103034,1.056301,0.112154,0.843980,-0.129163,1.065309,0.071474,0.803810,-0.033363,0.792678,0.137819,0.702423,0.032982,0.984352,0.116143,0.675746,0.011306,1.014926
238,0.028210,0.820056,-0.242365,0.693756,-0.366207,1.111458,-0.218765,0.752677,-0.342606,1.125601,-0.072585,0.784904,0.000520,0.818001,-0.159471,0.699194,-0.086366,1.005810,-0.034860,0.706979,0.038244,1.024766
239,0.373862,1.000613,0.913362,0.822239,0.720792,1.295709,0.789014,0.832193,0.596445,1.312657,0.509414,0.929501,-0.056524,0.893694,0.386617,0.818340,-0.179321,1.158505,0.343826,0.752194,-0.222113,1.182574
240,0.152361,0.878728,0.082464,0.776345,-0.048569,1.122042,0.115803,0.781008,-0.015230,1.113285,0.160222,0.790259,-0.014732,0.868450,0.027262,0.719884,-0.147692,1.066135,-0.036142,0.725067,-0.211096,1.077587
241,-0.151554,0.851001,-0.514868,0.864953,-0.491762,1.193818,-0.332103,0.869752,-0.308996,1.162305,-0.178981,0.877198,0.108684,0.875095,0.186410,0.801982,0.474076,1.098849,0.243738,0.770263,0.531404,1.122193
242,0.355680,1.164376,0.838210,0.976199,0.615750,1.545647,0.741709,0.955775,0.519248,1.565658,0.454887,1.067647,-0.041928,0.996688,0.791553,0.972276,0.294739,1.347597,0.787823,0.939243,0.291009,1.411963
243,0.144185,0.741178,0.112563,0.672548,-0.045230,1.013312,0.213865,0.739109,0.056072,1.054014,0.214893,0.723159,0.085109,0.809597,0.318654,0.688742,0.188870,0.950492,0.260054,0.678752,0.130271,0.965096
244,0.321519,0.833045,0.446696,0.807872,0.137414,1.138134,0.514264,0.796667,0.204983,1.131223,0.439626,0.810723,0.105161,0.831222,0.654830,0.808548,0.320365,1.083917,0.763386,0.852606,0.428921,1.157545
245,-0.135013,0.829888,-0.285716,0.874226,-0.191003,1.148369,-0.092258,0.871158,0.002455,1.157149,-0.038412,0.868459,0.139297,0.939775,0.162623,0.826830,0.340332,1.150876,0.424024,0.838610,0.601733,1.177913
246,0.073222,0.713368,0.113831,0.779623,0.063247,1.075141,0.097118,0.770909,0.046535,1.018316,0.068653,0.735512,-0.028562,0.813323,-0.277893,0.777797,-0.375108,1.043470,-0.332604,0.772699,-0.429820,1.055439
247,-0.198995,0.780725,-0.103511,0.738650,0.123992,1.041164,-0.008138,0.807688,0.219366,1.085319,-0.063984,0.812223,0.104804,0.873545,0.021472,0.842230,0.190259,1.080289,0.104917,0.838513,0.273704,1.105960
248,-0.130914,0.751560,0.080828,0.740769,0.311381,1.025403,-0.096891,0.764405,0.133662,1.048954,-0.146778,0.775933,-0.121415,0.801474,-0.297822,0.816977,-0.272458,1.029665,-0.339607,0.846645,-0.314243,1.104092
249,-0.012399,0.771446,-0.109999,0.755633,-0.142763,1.035830,-0.073856,0.757632,-0.106620,1.056037,-0.087680,0.733445,-0.027432,0.808142,-0.234088,0.763225,-0.173840,1.022907,-0.201939,0.781133,-0.141691,1.064551
250,-0.059135,0.843761,-0.116224,0.766739,-0.072689,1.108318,-0.018448,0.813003,0.025086,1.121629,0.027445,0.836168,0.103086,0.910723,0.193720,0.820394,0.269361,1.111334,0.321140,0.825548,0.396781,1.127010
251,0.784948,0.796784,0.777708,0.756834,0.006676,1.047869,0.691485,0.797319,-0.079547,1.084037,0.781138,0.794842,-0.018610,0.845941,0.634492,0.735560,-0.165256,1.018905,0.643450,0.739600,-0.156298,1.045251
252,-0.140059,0.800818,-0.080582,0.765399,0.097267,1.099554,-0.087902,0.780516,0.089947,1.110599,-0.116732,0.756011,-0.016690,0.847140,-0.162292,0.718580,-0.062249,1.008837,-0.177862,0.678404,-0.077820,1.007650
253,-0.454388,0.812203,-0.609097,0.802560,-0.232580,1.125394,-0.621093,0.773420,-0.244577,1.092104,-0.565246,0.790426,-0.028341,0.867943,-0.590038,0.711015,-0.053134,1.025634,-0.627226,0.693026,-0.090322,1.034356
254,0.164916,0.774653,0.317629,0.771243,0.220175,1.077035,0.346866,0.765114,0.249413,1.079752,0.288812,0.751657,0.052400,0.827590,0.314262,0.666396,0.077850,0.969403,0.427185,0.646430,0.190773,0.981661
255,0.110280,1.015178,-0.214570,1.066354,-0.503740,1.355771,-0.168251,1.076036,-0.457421,1.353995,-0.038923,1.008233,0.040314,0.835677,0.331560,0.829163,0.410797,1.214539,0.395585,0.726524,0.474821,1.198184
256,0.130833,0.675397,0.240222,0.634805,0.113164,0.904656,0.263439,0.618829,0.136381,0.900026,0.155614,0.640282,0.020778,0.736785,0.016812,0.597586,-0.118024,0.860040,-0.005008,0.612793,-0.139844,0.882905
257,-0.172954,0.753124,0.002419,0.692672,0.229530,1.031172,0.021465,0.684451,0.248577,1.036314,-0.073600,0.719512,0.041982,0.802570,-0.007760,0.701152,0.107822,0.970088,-0.020052,0.671339,0.095530,0.967919
258,0.244465,0.924828,0.475635,0.934508,0.336288,1.249214,0.340398,0.965141,0.201052,1.286693,0.249183,0.945981,-0.106644,0.994113,0.150474,0.837924,-0.205353,1.207174,0.029957,0.809338,-0.325870,1.197897
259,0.404118,0.797381,0.492722,0.733292,0.077067,1.045112,0.523054,0.782149,0.107399,1.070845,0.456470,0.795069,0.064630,0.868352,0.628200,0.918558,0.236360,1.158660,0.730810,0.926259,0.338970,1.180078
260,-0.692436,0.738347,-0.741001,0.724496,-0.070149,1.060624,-0.683624,0.745776,-0.012771,1.070417,-0.690237,0.728287,0.025090,0.789344,-0.610804,0.691537,0.104523,0.954080,-0.575372,0.654547,0.139955,0.950872
261,0.002269,0.813263,0.162148,0.749385,0.220737,1.130155,0.147393,0.733645,0.205982,1.116080,0.063308,0.768275,-0.003440,0.857272,-0.019215,0.754633,-0.085964,1.049770,0.012629,0.759781,-0.054119,1.072755
262,-0.453016,0.727169,-0.523785,0.724035,-0.095669,0.984647,-0.436538,0.747627,-0.008422,1.021668,-0.421845,0.732154,0.057575,0.812916,-0.424330,0.701515,0.055091,0.965748,-0.398318,0.730828,0.081103,1.010532
263,0.703020,0.846864,0.473282,0.606292,-0.265177,1.021151,0.458053,0.704186,-0.280406,1.084005,0.606055,0.823163,-0.059422,0.850600,0.362593,0.746909,-0.302884,1.018723,0.359864,0.681246,-0.305613,1.024257
264,0.022142,0.950936,0.164038,0.965989,0.218297,1.188022,0.098684,0.890460,0.152943,1.150753,0.036759,0.923664,-0.066327,0.923188,-0.385768,0.855333,-0.488854,1.174335,-0.457894,0.794929,-0.560980,1.201510
265,0.517957,0.729872,0.408524,0.658169,-0.156888,0.958213,0.391671,0.704536,-0.173741,0.997614,0.454763,0.712826,-0.012917,0.769562,0.528122,0.671440,0.060442,0.937327,0.488819,0.667002,0.021139,0.963172
266,-0.685315,0.845417,-0.492630,0.805867,0.269981,1.176400,-0.619180,0.801452,0.143431,1.173558,-0.719369,0.790679,-0.115931,0.836488,-0.813105,0.741047,-0.209666,1.035041,-0.714838,0.718678,-0.111400,1.068197
267,0.250818,0.792262,0.395696,0.738393,0.185655,1.091243,0.347234,0.756619,0.137193,1.113919,0.253348,0.778086,-0.040657,0.826969,0.285494,0.713001,-0.008511,1.000881,0.275634,0.712516,-0.018372,1.031477
268,-0.176728,0.728091,-0.117363,0.756248,0.062552,1.021137,-0.040472,0.738279,0.139443,1.023361,-0.106265,0.706033,0.067088,0.792482,-0.229278,0.679381,-0.055925,0.935375,-0.197148,0.653831,-0.023795,0.959914
269,0.256698,0.801335,0.425224,0.678829,0.192522,1.061080,0.485644,0.728969,0.252942,1.066308,0.348875,0.787989,0.066756,0.800838,0.476448,0.714781,0.194329,1.002165,0.516733,0.704158,0.234614,1.018275
270,0.748020,0.709141,0.934035,0.735383,0.207048,1.003701,0.782131,0.734181,0.055144,0.991907,0.678194,0.726683,-0.091980,0.832457,0.752301,0.784364,-0.017873,1.031450,0.697744,0.775719,-0.072429,1.034618
271,0.187497,0.685596,0.179526,0.678633,0.002431,0.952641,0.257735,0.687630,0.080640,0.959630,0.292251,0.685221,0.093750,0.779590,0.143654,0.680027,-0.054847,0.926834,0.273266,0.638627,0.074765,0.917696
272,-0.670598,0.845220,-0.867438,0.746866,-0.280701,1.174106,-0.840717,0.758497,-0.253980,1.154933,-0.757776,0.793507,0.001687,0.867949,-0.513473,0.853085,0.245990,1.128398,-0.431261,0.854096,0.328202,1.140164
273,0.224438,0.921350,0.109790,1.035741,-0.133343,1.338809,0.100852,0.947466,-0.142281,1.271954,0.242957,0.909889,0.038318,0.907106,0.223482,0.835927,0.018843,1.163635,0.270451,0.788675,0.065811,1.180216
274,0.032701,0.824228,0.025104,0.794968,-0.036865,1.134647,0.030994,0.817536,-0.030975,1.149262,0.017151,0.820887,0.015457,0.897072,0.279566,0.759963,0.277872,1.049851,0.377386,0.723881,0.375692,1.046800
275,-0.062785,0.844776,0.002509,0.866731,0.055866,1.191211,-0.044761,0.860304,0.008595,1.193184,-0.095110,0.842062,-0.022335,0.932102,-0.211444,0.871305,-0.138670,1.146149,-0.158768,0.858849,-0.085994,1.169362
276,0.122913,0.687207,0.117347,0.706450,-0.009307,0.962880,0.157008,0.666602,0.030354,0.932684,0.142300,0.683256,0.023347,0.766527,0.146751,0.662814,0.027798,0.933851,0.184504,0.630845,0.065551,0.911909
277,0.038842,0.776568,0.083516,0.752891,0.048544,1.059747,0.181858,0.802694,0.146885,1.119396,0.133079,0.795620,0.090138,0.878504,0.400526,0.754927,0.357585,1.059586,0.540129,0.697101,0.497189,1.035072
278,0.351768,0.783099,0.566466,0.779664,0.281173,1.059857,0.516495,0.778634,0.231203,1.058591,0.408592,0.785281,-0.013611,0.839494,0.445836,0.803531,0.023633,1.076396,0.445194,0.790028,0.022991,1.085436
279,0.270129,0.760843,0.209759,0.693889,-0.127295,0.983971,0.256431,0.713467,-0.080624,1.016791,0.223710,0.700099,0.024477,0.754314,0.242011,0.669410,0.042778,0.929101,0.222913,0.616948,0.023680,0.918723
280,-0.204418,0.817946,-0.027199,0.699846,0.232755,1.091602,-0.008413,0.742520,0.251540,1.102585,-0.108903,0.779221,0.036679,0.828852,-0.031977,0.762631,0.113605,1.036820,0.038864,0.736741,0.184446,1.048752
281,-0.412011,0.754526,-0.392283,0.757398,0.024246,1.068823,-0.341439,0.725610,0.075090,1.034036,-0.377986,0.720812,0.029197,0.810258,-0.209509,0.701382,0.197674,0.998546,-0.109807,0.730880,0.297376,1.037626
282,0.241916,0.845315,0.262713,0.808312,0.091345,1.033977,0.219102,0.754863,0.047734,1.049128,0.248894,0.763558,-0.067732,0.771454,0.185033,0.641490,-0.131593,0.950187,0.159882,0.617137,-0.156744,0.981511
283,0.160598,0.951031,0.223950,0.952573,0.099831,1.221812,0.245051,0.998002,0.120933,1.273175,0.159310,1.003168,-0.039942,1.007765,-0.076883,0.944401,-0.276135,1.259047,-0.068772,0.878993,-0.268024,1.255493
284,-0.059149,0.877429,-0.408918,0.887995,-0.504367,1.119099,-0.219225,0.907598,-0.314674,1.165122,-0.106224,0.886977,0.116715,0.855906,0.080670,0.751773,0.303609,1.073011,0.079934,0.733741,0.302873,1.089134
285,-0.989554,0.798019,-1.086390,0.853783,-0.147842,1.049684,-0.994904,0.811679,-0.056355,1.034262,-0.952473,0.785425,0.091175,0.824094,-0.776391,0.715230,0.267256,1.017390,-0.747190,0.678206,0.296458,1.026538
286,-0.128693,0.987947,0.087379,1.026609,0.367169,1.259814,0.077131,1.092870,0.356920,1.312305,-0.011231,1.048576,-0.042631,0.908248,-0.431188,0.899074,-0.462588,1.214500,-0.637957,0.854591,-0.669357,1.245690
287,0.233651,0.920613,0.267566,0.840863,0.084703,1.216318,0.081643,0.901251,-0.101220,1.231402,0.104147,0.943111,-0.183277,0.974772,-0.180044,0.836701,-0.467468,1.166152,-0.334532,0.807413,-0.621956,1.165412
288,0.188111,1.201427,-0.409507,1.293560,-0.834844,1.635188,-0.201749,1.197156,-0.627087,1.538231,0.088426,1.199535,0.151643,1.015592,0.393132,0.882025,0.456349,1.361333,0.411658,0.836167,0.474875,1.420685
289,-0.348996,0.808271,-0.487233,0.686567,-0.160576,1.060938,-0.560203,0.728724,-0.233546,1.107787,-0.445034,0.793230,-0.072354,0.817800,-0.315900,0.763759,0.056780,1.033959,-0.284662,0.757860,0.088018,1.039742
290,-0.282725,0.666646,-0.307676,0.618876,-0.040445,0.890526,-0.338418,0.647502,-0.071186,0.924907,-0.273985,0.686344,0.025139,0.718636,-0.098526,0.632434,0.200598,0.883369,0.006501,0.604320,0.305625,0.869578
291,0.412354,0.868480,0.347449,0.924066,-0.128049,1.247295,0.408878,0.959908,-0.066620,1.282834,0.421404,0.928609,0.075954,0.991550,0.696012,0.970965,0.350563,1.246577,0.828180,1.017543,0.482730,1.304895
292,0.027244,0.693478,0.152335,0.679937,0.166515,0.934116,0.028452,0.653435,0.042632,0.931324,-0.013542,0.673020,-0.084674,0.743034,-0.122277,0.646933,-0.193409,0.898585,-0.042204,0.614615,-0.113336,0.903419
293,-0.087084,1.017471,-0.450575,0.960345,-0.526965,1.403664,-0.454195,0.948709,-0.530585,1.388383,-0.274254,0.974282,-0.013979,0.912417,-0.315477,0.854842,-0.055202,1.225631,-0.400325,0.870438,-0.140050,1.274273
294,-0.376823,0.764014,-0.212462,0.748796,0.244820,1.043990,-0.405277,0.761114,0.052005,1.089099,-0.440863,0.743655,-0.149350,0.828738,-0.598773,0.712145,-0.307260,1.005242,-0.700527,0.659005,-0.409014,0.972754
295,-0.712578,0.764516,-0.828293,0.741022,-0.156049,1.045093,-0.766621,0.747359,-0.094377,1.064957,-0.692356,0.782752,0.062926,0.853936,-0.612892,0.786248,0.142390,1.069102,-0.451361,0.836393,0.303921,1.114325
296,0.301767,0.754973,0.252366,0.684532,-0.057339,1.028172,0.190682,0.650811,-0.119024,1.003557,0.229528,0.688931,-0.063869,0.782472,0.374255,0.629726,0.080858,0.910658,0.366379,0.629203,0.072982,0.937434
297,-0.158410,0.792908,-0.215941,0.738708,-0.031252,1.029130,-0.277077,0.786634,-0.092388,1.069896,-0.169689,0.809047,-0.039103,0.845333,-0.365729,0.835374,-0.235143,1.078461,-0.351744,0.808240,-0.221158,1.079307
298,0.305902,0.751542,0.432286,0.754412,0.142208,1.026317,0.330531,0.785101,0.040453,1.061697,0.234297,0.759715,-0.088345,0.846557,0.058975,0.870734,-0.263667,1.097628,0.015527,0.908268,-0.307115,1.159416
299,0.026869,0.829931,-0.202616,0.791972,-0.288083,1.098775,-0.232654,0.858306,-0.318121,1.120255,-0.120232,0.858925,-0.085019,0.877901,-0.385492,0.840099,-0.350278,1.116836,-0.586200,0.860462,-0.550986,1.160176
300,-0.080202,0.868682,-0.230364,0.872671,-0.189340,1.232460,-0.230850,0.837871,-0.189826,1.205278,-0.165570,0.824329,-0.043866,0.913908,-0.018029,0.742347,0.103675,1.111021,0.051338,0.731947,0.173042,1.114857
301,-0.399779,0.760983,-0.475125,0.741333,-0.087675,1.020255,-0.381432,0.729712,0.006018,1.037290,-0.367684,0.752837,0.045207,0.855960,-0.278294,0.718909,0.134597,0.993649,-0.246428,0.708635,0.166463,0.999477
302,0.323930,0.772077,0.213348,0.761428,-0.142033,1.140229,0.299355,0.741661,-0.056026,1.108456,0.354721,0.766331,0.064122,0.831566,0.439391,0.739773,0.148792,1.003552,0.364240,0.731886,0.073641,1.015372
303,-0.434321,0.881425,-0.205671,0.784157,0.288122,1.120625,-0.348182,0.784887,0.145611,1.161735,-0.485204,0.823003,-0.113878,0.909902,-0.633122,0.765597,-0.261796,1.075676,-0.652997,0.737298,-0.281671,1.095395
304,0.069462,0.696729,0.153496,0.736251,0.108100,0.970264,0.096705,0.692998,0.051308,0.953173,0.063676,0.711773,-0.031288,0.787806,0.086329,0.701802,-0.008635,0.970950,0.059744,0.702390,-0.035220,0.994240
305,0.176029,0.909633,-0.220511,0.801013,-0.531107,1.239846,-0.204016,0.804839,-0.514611,1.243165,0.035367,0.907261,0.001887,0.848213,-0.016712,0.774367,-0.050192,1.094711,0.000926,0.735153,-0.032553,1.124105
306,0.167999,0.765116,0.144163,0.740577,0.008963,1.042240,0.104035,0.779422,-0.031165,1.083169,0.108756,0.797136,-0.094010,0.869842,0.067723,0.844932,-0.135043,1.105761,0.004246,0.840741,-0.198520,1.104832
307,0.261133,0.889588,0.526377,0.758701,0.332881,1.201132,0.493157,0.793487,0.299662,1.213358,0.347992,0.858013,0.015205,0.882634,0.270912,0.784301,-0.061875,1.113700,0.292423,0.773160,-0.040364,1.128710
308,-0.116734,0.819605,-0.023464,0.901462,0.134765,1.107837,-0.003185,0.853188,0.155043,1.097417,-0.039850,0.819097,0.032925,0.828912,-0.161045,0.725773,-0.088270,1.038143,-0.230739,0.758161,-0.157964,1.100031
309,-0.443600,0.879692,-0.531712,0.829192,-0.063019,1.100370,-0.567955,0.854136,-0.099262,1.123179,-0.469240,0.897096,-0.052285,0.918057,-0.687323,0.847371,-0.270368,1.129730,-0.681014,0.826803,-0.264059,1.160986
310,-0.547669,0.815505,-0.574286,0.838035,-0.014148,1.130324,-0.521453,0.821613,0.038684,1.098195,-0.545141,0.828438,-0.010710,0.896649,-0.631244,0.751847,-0.096813,1.051425,-0.646965,0.741323,-0.112534,1.060625
311,-0.053027,0.768768,-0.069388,0.700010,0.014830,0.942599,-0.020983,0.754596,0.063235,1.002071,0.011220,0.761906,0.031205,0.781603,-0.344653,0.748188,-0.324668,0.974337,-0.309157,0.719559,-0.289172,0.998536
312,0.261245,0.812283,0.358811,0.891761,0.130540,1.179328,0.305246,0.883984,0.076975,1.140733,0.251170,0.809915,-0.044962,0.891625,0.335000,0.812833,0.038868,1.128167,0.357505,0.873559,0.061373,1.198922
313,-0.464891,0.895226,-0.651769,0.983244,-0.314511,1.299610,-0.557289,0.974190,-0.220031,1.278849,-0.466325,0.934248,0.133767,0.864488,-0.317499,0.738639,0.282593,1.063656,-0.225986,0.681313,0.374106,1.081996
314,-0.649095,0.863293,-0.394473,0.905405,0.369290,1.165431,-0.416147,0.895611,0.347616,1.155134,-0.547845,0.847015,-0.020176,0.781365,-0.649633,0.744838,-0.121964,1.036261,-0.693724,0.698114,-0.166055,1.061455
315,-0.151926,0.799931,-0.382172,0.744059,-0.323577,1.061845,-0.270222,0.774640,-0.211628,1.079106,-0.164188,0.806731,0.086639,0.824259,0.037400,0.700856,0.288228,1.006669,0.091427,0.662524,0.342255,1.003375
316,-0.114587,0.806566,-0.440437,0.744747,-0.438050,1.079223,-0.551928,0.737291,-0.549541,1.112919,-0.390526,0.836184,-0.157068,0.886266,-0.514038,0.755538,-0.280579,1.059148,-0.589440,0.726197,-0.355981,1.050217
317,0.036993,0.869150,0.073514,0.853878,0.017960,1.216226,0.161579,0.809392,0.106024,1.175588,0.079668,0.820548,0.062342,0.923792,0.281032,0.868516,0.263706,1.149877,0.452651,0.864321,0.435326,1.184089
318,-0.082981,0.914356,-0.252150,1.038602,-0.293657,1.242154,-0.085572,0.996329,-0.127079,1.192521,-0.095680,0.944940,0.119192,0.925799,0.299525,0.843646,0.514398,1.189731,0.298618,0.815199,0.513491,1.215493
319,0.383155,1.003358,0.862616,1.116030,0.665760,1.432570,0.716571,1.082446,0.519715,1.387747,0.516762,1.065034,-0.063755,0.942943,0.167841,0.824867,-0.412676,1.222887,0.053820,0.740428,-0.526697,1.242449
320,-0.168098,0.913280,-0.276261,0.779966,-0.143352,1.219000,-0.312452,0.771517,-0.179543,1.226688,-0.201328,0.853837,0.004052,0.881595,-0.428183,0.799046,-0.222803,1.103126,-0.358653,0.773755,-0.153274,1.137835
321,0.112534,0.803964,0.330421,0.774438,0.259352,1.092368,0.255259,0.806299,0.184190,1.093816,0.138868,0.792591,-0.017602,0.826511,0.222115,0.742597,0.065645,1.035481,0.188762,0.686302,0.032292,1.016637
322,0.107065,0.788588,-0.080687,0.729842,-0.242523,1.077532,0.058287,0.778940,-0.103549,1.114528,0.124547,0.794567,0.075507,0.872197,0.273536,0.782058,0.224495,1.068539,0.272824,0.720628,0.223783,1.044600
323,0.250133,0.833623,0.584770,0.897993,0.429243,1.251919,0.496706,0.904825,0.341179,1.235297,0.273210,0.885581,-0.077185,0.840287,0.186042,0.786509,-0.164354,1.080616,0.090078,0.759099,-0.260317,1.116543
324,-0.351771,1.015035,-0.664078,0.872262,-0.379907,1.371067,-0.564578,0.846837,-0.280407,1.337538,-0.384872,0.923618,0.038566,1.001924,-0.396526,0.819730,0.026912,1.205445,-0.342411,0.797439,0.081027,1.226775
325,-0.140485,0.745795,-0.346918,0.742378,-0.284853,1.044040,-0.227750,0.805033,-0.165684,1.085220,-0.142015,0.786518,0.081551,0.840803,-0.114000,0.746120,0.109566,1.017037,-0.047068,0.746733,0.176498,1.044773
326,-0.431900,0.774041,-0.435084,0.761212,0.006711,1.084804,-0.319144,0.773903,0.122650,1.114836,-0.328540,0.772297,0.092859,0.874917,-0.441906,0.806370,-0.020506,1.063935,-0.327407,0.807060,0.093992,1.083015
327,0.031232,0.742451,0.009119,0.792939,-0.054251,1.084884,0.008646,0.803162,-0.054724,1.066584,0.015722,0.778991,0.018537,0.834092,0.203023,0.863441,0.205839,1.093084,0.168267,0.879216,0.171082,1.116888
328,0.455280,0.780312,0.287507,0.665808,-0.200013,0.957836,0.276323,0.686911,-0.211197,1.009647,0.436304,0.746125,0.015197,0.770741,0.410612,0.723403,-0.010495,0.976088,0.394335,0.721179,-0.026772,1.021235
329,-0.010535,0.793137,0.189656,0.789138,0.262054,1.085419,0.062065,0.783602,0.134463,1.087050,-0.013602,0.794506,-0.068606,0.822976,-0.035222,0.728973,-0.090226,1.015078,-0.127708,0.715066,-0.182712,1.030181
330,0.532092,0.709331,0.554394,0.735358,0.030286,0.978502,0.460003,0.702446,-0.064105,0.954828,0.484648,0.724534,-0.055861,0.775911,0.481319,0.660309,-0.059189,0.926072,0.318555,0.633059,-0.221953,0.932023
331,-0.348872,0.618764,-0.349762,0.623375,0.006586,0.891071,-0.412407,0.624302,-0.056059,0.884626,-0.410113,0.625543,-0.069178,0.724915,-0.428778,0.624144,-0.087843,0.838938,-0.343916,0.587836,-0.002981,0.836041
332,-0.378124,0.729834,-0.217111,0.747889,0.251040,1.010488,-0.313951,0.775470,0.154200,1.014911,-0.366184,0.772975,-0.083438,0.765934,-0.481978,0.722216,-0.199233,0.954724,-0.552612,0.706586,-0.269867,0.978130
333,-0.202687,0.859850,-0.110703,0.822298,0.157465,1.156467,-0.067944,0.847100,0.200224,1.188161,-0.118266,0.850376,0.015044,0.885058,-0.210494,0.726323,-0.077184,1.065881,-0.242854,0.688185,-0.109544,1.064175
334,0.870244,0.841490,0.951004,0.863613,0.092617,1.238932,0.898453,0.909606,0.040066,1.269678,0.800310,0.890355,-0.082484,0.905400,0.724504,0.874351,-0.158290,1.155383,0.623338,0.829705,-0.259456,1.153970
335,0.308294,0.805293,0.310629,0.776909,0.005901,1.088924,0.356773,0.808605,0.052046,1.123302,0.358326,0.800916,0.046302,0.897029,0.262145,0.747579,-0.049879,1.040042,0.340636,0.714328,0.028612,1.032153
336,-0.795754,0.602488,-0.854614,0.575885,-0.070625,0.855020,-0.734677,0.619324,0.049313,0.879526,-0.746577,0.608559,0.061603,0.671386,-0.710658,0.594873,0.097522,0.805291,-0.671003,0.600855,0.137178,0.827048
337,0.357327,0.845419,0.445341,0.893561,0.084690,1.190665,0.454456,0.845911,0.093804,1.136279,0.389532,0.827541,0.035750,0.888427,0.669993,0.800930,0.316211,1.105423,0.723849,0.754159,0.370067,1.114344
338,0.177701,0.871910,0.025410,0.769834,-0.154255,1.019833,-0.017207,0.778635,-0.196873,1.072880,0.116239,0.827546,-0.059402,0.821256,-0.102958,0.758447,-0.278598,1.045736,-0.082548,0.683859,-0.258188,1.036673
339,-0.304462,0.955963,-0.588439,0.969282,-0.380305,1.325401,-0.381361,0.962888,-0.173227,1.313198,-0.270818,0.949156,0.135671,0.936591,-0.240443,0.768405,0.166046,1.175508,-0.132828,0.708918,0.273661,1.163530
340,-0.260680,0.906141,-0.547890,0.826033,-0.415342,1.214552,-0.451169,0.851976,-0.318622,1.222877,-0.374554,0.833311,0.021887,0.904553,-0.329395,0.853605,0.067045,1.190108,-0.360909,0.838276,0.035532,1.186809
341,0.001822,0.652421,0.073065,0.646719,0.080629,0.916815,0.130703,0.644736,0.138266,0.910235,0.012402,0.660978,0.000637,0.740254,0.121337,0.759922,0.109573,0.962126,0.155734,0.762931,0.143970,0.983963
342,-0.268477,1.031145,-0.648774,1.000405,-0.533478,1.491555,-0.489554,1.090616,-0.374258,1.544125,-0.293671,1.040148,0.137092,1.016939,-0.063262,0.917102,0.367501,1.298298,0.058489,0.853391,0.489253,1.287052
343,0.307605,0.953451,-0.071615,0.916345,-0.505736,1.318150,-0.077643,0.898854,-0.511764,1.311131,0.123585,0.923314,-0.050019,0.954011,0.225186,0.884470,0.051582,1.227745,0.176108,0.851000,0.002504,1.248476
344,0.304090,0.710365,0.398840,0.635675,0.120709,0.966538,0.256729,0.675643,-0.021403,0.971949,0.239491,0.707525,-0.092100,0.769330,0.169800,0.751285,-0.161790,0.985796,0.074181,0.777237,-0.257410,1.017009
345,-0.260550,0.859957,-0.509305,0.809132,-0.320816,1.197783,-0.580916,0.817122,-0.392427,1.204477,-0.382514,0.826446,-0.045621,0.867689,-0.290849,0.760374,0.046044,1.063177,-0.264242,0.727558,0.072651,1.084386
346,-0.257260,0.839728,-0.091443,0.792746,0.242784,1.128049,-0.175592,0.866207,0.158635,1.165864,-0.259140,0.868624,-0.083416,0.884016,-0.532145,0.825077,-0.356421,1.078719,-0.641087,0.834238,-0.465363,1.132496
347,0.982144,0.731793,1.045193,0.679637,0.086596,1.013098,1.024365,0.774751,0.065768,1.050820,0.963099,0.764266,-0.043968,0.857821,0.960161,0.801117,-0.046906,1.056785,0.917777,0.820550,-0.089290,1.074489
