dimension,smp_mean_delta,smp_std_delta,ai_base_mean_delta,ai_base_std_delta,difference_ai_minus_smp,abs_difference,cohens_d,discrimination_rank
498,1.021518,0.781988,0.900413,0.712789,-0.121106,0.121106,-0.161865,108
424,0.948731,0.748219,0.828517,0.640336,-0.120214,0.120214,-0.172630,109
144,0.862849,0.664516,0.742791,0.560367,-0.120058,0.120058,-0.195326,110
395,0.965015,0.723167,0.845626,0.637751,-0.119389,0.119389,-0.175109,111
198,0.967879,0.702177,0.848542,0.665639,-0.119337,0.119337,-0.174431,112
160,0.910691,0.696587,0.791819,0.625918,-0.118871,0.118871,-0.179511,113
402,1.020556,0.742252,0.902323,0.727575,-0.118233,0.118233,-0.160872,114
76,1.168440,0.836444,1.050642,0.797607,-0.117798,0.117798,-0.144139,115
168,1.094418,0.818164,0.977319,0.753743,-0.117099,0.117099,-0.148864,116
407,0.973077,0.715121,0.856414,0.659995,-0.116663,0.116663,-0.169541,117
189,1.141868,0.823153,1.025290,0.789822,-0.116578,0.116578,-0.144519,118
20,0.976529,0.754494,0.860058,0.663575,-0.116471,0.116471,-0.163931,119
449,0.924435,0.658555,0.808688,0.605504,-0.115747,0.115747,-0.182975,120
94,1.097631,0.806234,0.983423,0.747232,-0.114208,0.114208,-0.146931,121
360,0.876171,0.700287,0.990107,0.736191,0.113936,0.113936,0.158583,122
418,0.912836,0.667267,0.799291,0.623575,-0.113545,0.113545,-0.175824,123
253,0.921224,0.686985,0.808123,0.633785,-0.113101,0.113101,-0.171126,124
222,0.878194,0.654617,0.765186,0.600645,-0.113008,0.113008,-0.179888,125
113,1.030140,0.775678,0.917573,0.732006,-0.112567,0.112567,-0.149262,126
464,0.926896,0.692686,0.814532,0.632142,-0.112364,0.112364,-0.169451,127
391,0.808927,0.594745,0.697293,0.544251,-0.111634,0.111634,-0.195830,128
116,1.090974,0.809003,0.979442,0.738085,-0.111532,0.111532,-0.144031,129
218,0.974528,0.719504,0.863100,0.656690,-0.111429,0.111429,-0.161769,130
477,0.975188,0.742504,0.863991,0.692090,-0.111197,0.111197,-0.154926,131
457,0.955227,0.682577,0.845338,0.651857,-0.109890,0.109890,-0.164655,132
22,0.890409,0.652460,0.780793,0.592614,-0.109617,0.109617,-0.175877,133
320,1.000953,0.710355,0.892724,0.685253,-0.108229,0.108229,-0.155075,134
381,0.911342,0.677821,0.803668,0.628718,-0.107674,0.107674,-0.164707,135
219,1.067761,0.759762,0.960177,0.736969,-0.107585,0.107585,-0.143743,136
115,0.923901,0.646706,0.818406,0.624303,-0.105495,0.105495,-0.165976,137
56,0.820513,0.636883,0.926008,0.696566,0.105495,0.105495,0.158070,138
284,0.994650,0.719330,0.889229,0.672906,-0.105421,0.105421,-0.151357,139
13,0.865155,0.641247,0.760366,0.584888,-0.104789,0.104789,-0.170745,140
267,0.892953,0.654153,0.788992,0.615897,-0.103961,0.103961,-0.163638,141
492,1.129776,0.800514,1.026307,0.775322,-0.103468,0.103468,-0.131302,142
259,0.820886,0.651417,0.923933,0.738044,0.103047,0.103047,0.148040,143
300,0.975933,0.776121,0.873178,0.694747,-0.102755,0.102755,-0.139506,144
162,1.093843,0.801299,0.991160,0.781410,-0.102683,0.102683,-0.129746,145
191,0.949932,0.751556,0.848441,0.667452,-0.101492,0.101492,-0.142795,146
479,0.892889,0.684565,0.792000,0.605231,-0.100889,0.100889,-0.156147,147
59,0.859163,0.649629,0.758901,0.606443,-0.100263,0.100263,-0.159550,148
450,0.929649,0.713907,0.829625,0.645390,-0.100025,0.100025,-0.146985,149
75,0.958495,0.751556,0.858999,0.647865,-0.099496,0.099496,-0.141807,150
200,0.707878,0.556504,0.807285,0.612844,0.099406,0.099406,0.169823,151
434,0.916666,0.706896,0.817407,0.637418,-0.099259,0.099259,-0.147476,152
207,0.813411,0.612426,0.714943,0.561658,-0.098468,0.098468,-0.167580,153
261,0.928036,0.681707,0.829761,0.648770,-0.098275,0.098275,-0.147684,154
51,1.007498,0.741033,0.909429,0.715339,-0.098069,0.098069,-0.134655,155
86,0.897804,0.670915,0.800111,0.630905,-0.097693,0.097693,-0.150016,156
228,0.969503,0.733847,0.872311,0.674310,-0.097192,0.097192,-0.137918,157
511,0.908495,0.703329,0.811557,0.619981,-0.096938,0.096938,-0.146219,158
175,0.878133,0.679448,0.781627,0.617770,-0.096506,0.096506,-0.148621,159
