feature,importance_mean,importance_std,family
clews_topdim_896,0.00030325935729946796,0.00024126798609660612,CLEWS Raw Top-K Dims
clews_topdim_497,0.00030307497144428376,0.00010370609147695939,CLEWS Raw Top-K Dims
clews_topdim_508,0.0003009475980381371,0.0005086322065516149,CLEWS Raw Top-K Dims
clews_topdim_154,0.00028943333426625364,0.00032496496986831263,CLEWS Raw Top-K Dims
clews_topdim_174,0.00028786244382590366,0.00013927875207776397,CLEWS Raw Top-K Dims
clews_topdim_980,0.00028606800780019983,0.00030042174024427315,CLEWS Raw Top-K Dims
clews_topdim_717,0.00028449998437656275,0.0007400683879610758,CLEWS Raw Top-K Dims
clews_topdim_259,0.00028448399231544296,0.0001742182065997326,CLEWS Raw Top-K Dims
clews_topdim_397,0.00028282303730164937,0.0003640228978146674,CLEWS Raw Top-K Dims
clews_topdim_420,0.000281107974411543,0.00031144072061296146,CLEWS Raw Top-K Dims
clews_topdim_1,0.0002794526159566324,0.0004286035095453447,CLEWS Raw Top-K Dims
clews_topdim_559,0.0002794277884056617,0.00016913501803005314,CLEWS Raw Top-K Dims
wealy_delta_mean,0.0002792846028675022,0.0004667382914808988,WEALY Delta Summaries
clews_topdim_70,0.00027779535510790153,0.00020263951376676615,CLEWS Raw Top-K Dims
clews_topdim_437,0.000276034853040108,0.00016056963248728902,CLEWS Raw Top-K Dims
clews_topdim_883,0.0002676399046471989,0.00014506739209760102,CLEWS Raw Top-K Dims
clews_topdim_600,0.0002625510439468792,0.000276827779030735,CLEWS Raw Top-K Dims
clews_topdim_126,0.0002623979895157058,0.00043676272457094,CLEWS Raw Top-K Dims
clews_topdim_387,0.0002588968197959618,0.000394753219141506,CLEWS Raw Top-K Dims
clews_topdim_581,0.00025397369622519593,0.00026598936771308373,CLEWS Raw Top-K Dims
clews_topdim_188,0.0002489705398118769,0.00020200008906705826,CLEWS Raw Top-K Dims
wealy_delta_l2,0.0002488894002120601,0.0002732654869844095,WEALY Delta Summaries
clews_topdim_819,0.00024818957197638716,0.0007315631811659664,CLEWS Raw Top-K Dims
clews_topdim_358,0.00024721746713809447,0.000237531762879839,CLEWS Raw Top-K Dims
clews_topdim_779,0.00024713139619452206,0.00029051566083183227,CLEWS Raw Top-K Dims
clews_topdim_550,0.00024370410679110943,0.00037546582470056805,CLEWS Raw Top-K Dims
clews_topdim_573,0.00024262427057439862,0.0004706843491370809,CLEWS Raw Top-K Dims
clews_topdim_1013,0.00023866973326998054,0.00026090953567841144,CLEWS Raw Top-K Dims
clews_topdim_331,0.00023565991610248195,0.00045220860136015027,CLEWS Raw Top-K Dims
clews_topdim_952,0.00023536877255971866,0.0001255979943620942,CLEWS Raw Top-K Dims
clews_topdim_803,0.00023195617504865318,0.000141002282188442,CLEWS Raw Top-K Dims
clews_topdim_129,0.00023018877262617198,0.00021669262818568667,CLEWS Raw Top-K Dims
clews_topdim_355,0.00022352643796721416,0.000190298615686165,CLEWS Raw Top-K Dims
clews_topdim_337,0.00022189258694587098,9.845025162909349e-05,CLEWS Raw Top-K Dims
clews_topdim_192,0.00022171606788574661,0.00027980828116511256,CLEWS Raw Top-K Dims
clews_topdim_772,0.00020662025876505563,0.0001355136449143473,CLEWS Raw Top-K Dims
